Genename	UniProtID	Length	Hk	genelength
Klk7	Q91VE3	249	0	5065
Tm4sf4	Q91XD3	202	0	-
Slc13a3	Q91Y63	600	0	68202
Nop2	Q922K7	793	1	-
Taf11	Q99JX1	211	0	8722
Dnajb11	Q99KV1	358	1	21789
Slc25a2	Q99ML6	265	0	1345
Vgll1	Q99NC0	307	0	18434
Ndufb2	Q9CPU2	105	0	10808
Ndufa3	Q9CQ91	84	0	2954
Kdm8	Q9CXT6	414	1	17593
Cysrt1	Q9D1E4	142	0	3634
Kti12	Q9D1R2	351	0	1628
Il36b	Q9D6Z6	183	0	7358
Dynap	Q9D7M5	161	0	4153
Cldnd2	Q9D9H2	167	0	2552
Lrrc46	Q9DAP0	323	0	6805
Fbxo3	Q9DC63	480	1	35519
Ube4b	Q9ES00	1173	1	98333
Ing2	Q9ESK4	281	1	8378
Or7a40	Q9JHB2	309	0	4177
Slc15a1	Q9JIP7	709	0	45631
MNCb-2990	Q9JJ93	142	0	4525
Donson	Q9QXP4	560	0	11962
Cbx8	Q9QXV1	362	0	4664
Pigq	Q9QYT7	581	0	18515
Cited4	Q9WUL8	182	0	1248
Bub3	Q9WVA3	326	1	11673
Npff	Q9WVA8	114	0	1103
Creb3l1	Q9Z125	519	0	-
Phf1	Q9Z1B8	559	0	4856
2210017I01Rik	A0A0A6YVV1	95	0	2774
Or2d3b	A0A0R4J8U2	307	0	8264
Igkv8-24	A0A140T8P5	121	0	563
Gm17949	A0A1B0GRV7	212	0	9644
Or51f23b	A0A1B0GSU5	314	0	7548
Fbxw27	A0A1D5RLF0	466	0	24625
Or2w25	A0A1L1SQW2	316	0	4475
Krbox5	A0A1Y7VMN9	91	0	12929
Pnpla7	A2AJ88	1352	0	78024
Mgat4e	A6H684	439	0	8741
Pramel15	B1ARV6	477	0	5200
Siglech	B7ZMQ6	332	0	10747
Sult6b2	B7ZWN4	290	0	19298
Or9s18	E9Q2B9	308	0	5912
Cyp2c23	E9Q5K4	494	0	24186
Chka	O54804	453	0	42596
Bnip2	O54940	326	0	18851
Psma3	O70435	255	0	21726
Rrm1	P07742	792	0	28076
Cd79b	P15530	228	0	3421
Rpl13a	P19253	203	0	3203
Pcsk4	P29121	655	0	8215
Hmgcl	P38060	325	0	16169
Eps15	P42567	897	0	107549
Cast	P51125	788	0	116442
Agrp	P56473	131	0	70695
Dpf3	P58269	378	0	273971
Snrpd1	P62315	119	1	24304
Mc1r	Q01727	315	0	3637
Ddr1	Q03146	911	0	23054
Col9a1	Q05722	921	0	-
Hgf	Q08048	728	0	66657
Unc79	Q0KK59	2596	0	235206
Nsun7	Q14AW5	724	0	38129
Tespa1	Q3U132	458	0	41241
Rars2	Q3U186	578	1	45210
Sdk1	Q3UH53	2193	0	974096
Ccdc33	Q3ULW6	985	0	90146
Myrfl	Q3UN70	904	0	120384
Ccdc110	Q3V125	848	0	9526
Pacs2	Q3V3Q7	862	0	59893
Kctd8	Q50H33	476	0	232394
Vmo1	Q5SXG7	201	0	1100
Cdkn2c	Q60772	168	0	6313
Ndufa4	Q62425	82	0	7205
Gm20865	Q62460	227	0	2335
Cd52	Q64389	74	0	12634
Ano8	Q6PB70	1060	0	9944
Cachd1	Q6PDJ1	1288	0	252545
Vmn2r26	Q6TAC4	855	0	41238
Cand2	Q6ZQ73	1235	0	31019
Gm21292	Q78EE2	227	0	2356
Tas2r117	Q7M715	330	0	1157
Syt16	Q7TN83	639	0	275606
Cpeb4	Q7TN98	729	0	63423
Dek	Q7TNV0	380	0	21426
Atpaf1	Q811I0	324	1	37843
Gpr68	Q8BFQ3	365	0	31516
Rnf38	Q8BI21	464	0	107579
Heatr3	Q8BQM4	679	0	34172
Fam53c	Q8BXQ8	393	0	14854
Slc25a21	Q8BZ09	298	0	484838
Trmt10a	Q8C1Z8	328	0	-
Atg14	Q8CDJ3	492	1	29756
Smco1	Q8CEZ1	214	0	3313
Cypt1	Q8CH20	168	0	820
Rptor	Q8K4Q0	1335	0	-
Srpx2	Q8R054	468	0	24020
Defb13	Q8R2I4	64	0	2088
Kptn	Q8VCX6	430	0	-
Or2l5	Q8VGJ5	312	0	12708
Pqbp1	Q91VJ5	263	1	4750
Zfp959	Q91VM8	539	0	6835
Mrgpra2b	Q91WW4	305	0	-
Glyat	Q91XE0	296	0	20603
Bicd2	Q921C5	820	0	45441
Pdia6	Q922R8	440	0	-
Prpf3	Q922U1	683	0	25761
Mrpl27	Q99N92	148	1	6322
Lyrm1	Q9CQB7	122	0	61102
Tmem33	Q9CR67	247	1	30896
Zswim7	Q9CWQ2	152	0	14151
Arhgap8	Q9CXP4	425	0	52155
Tceal8	Q9CZY2	117	0	3358
Pex13	Q9D0K1	405	1	19480
Hddc3	Q9D114	179	0	7443
Obp1a	Q9D3H2	163	0	5869
None	Q9D454	513	0	1747
Nosip	Q9D6T0	301	1	15781
Cox20	Q9D7J4	117	1	3563
Mcemp1	Q9D8U6	183	0	3505
Sv2a	Q9JIS5	742	0	14370
Znhit2	Q9QY66	399	0	1280
Sh2d3c	Q9QZS8	854	0	34457
Tpk1	Q9R0M5	243	0	321277
Tagln3	Q9R1Q8	199	0	13378
Ncor2	Q9WU42	2472	0	162066
Aplnr	Q9WV08	377	0	3698
Racgap1	Q9WVM1	628	0	31160
Slc8a3	S4R2P9	928	0	135265
Trav14d-2	A0A0G2JDF5	121	0	601
Oas1e	A0A0J9YV76	386	0	9304
Gucy2d	A0A0U1RPR8	1117	0	37063
Gm14401	A2ARV7	303	0	13027
Fbxl16	A2RT62	479	0	12170
Rnls	A7RDN6	342	0	-
Or14c46	B2RVZ1	332	0	8685
Tatdn2	B7ZNL9	783	0	14019
Jakmip2	D3YXK0	820	0	156366
Vmn1r55	E9Q8I6	310	0	20379
Akr1b10	G5E895	316	0	12732
Actmap	J3QPC3	361	0	14405
Ccdc191	J3QQ27	883	0	74514
Slc18a3	O35304	530	0	-
Vamp8	O70404	101	0	-
Dnajb5	O89114	348	0	9611
Klk1b4	P00757	256	0	4319
H2-Q10	P01898	325	0	4474
Igsf11	P0C673	428	0	134488
Cxcl2	P10889	100	0	2067
Hsd3b3	P26150	373	0	21604
Lmna	P48678	665	0	29809
Il1rapl1	P59823	695	0	-
Ppp1cb	P62141	327	0	58590
Fgf13	P70377	245	0	505926
Cebpd	Q00322	268	0	3745
Znf367	Q0VDT2	340	0	20184
None	Q149G0	166	0	5831
Ush2A	Q2QI47	5193	0	703018
Wdr62	Q3U3T8	1523	0	-
Dennd11	Q3UHG7	455	0	34760
1700012B07Rik	Q3V0S8	276	0	40395
Hephl1	Q3V1H3	1159	0	60267
Nlrp2	Q4PLS0	1046	0	52488
Zfp280b	Q505F4	534	0	10584
Ment	Q569E4	350	0	4678
Ccdc157	Q5SPX1	718	0	19170
Rasl10b	Q5SSG5	203	0	11902
Or6z7	Q60889	312	0	8619
Ptpn14	Q62130	1189	0	148427
H2bc3	Q64475	126	0	507
Sp9	Q64HY3	484	0	12781
Wdcp	Q6NV72	663	0	16740
Eif4g1	Q6NZJ6	1600	0	24571
Inppl1	Q6P549	1257	0	15597
Mapk4	Q6P5G0	583	0	136873
Raver2	Q7TPD6	673	0	83387
Tbata	Q7TSD4	393	0	16887
Ddhd2	Q80Y98	699	1	29251
Rap2a	Q80ZJ1	183	0	28750
Pirt	Q8BFY0	135	0	17895
Rlig1	Q8BHN7	327	0	18158
Tmem255a	Q8BHW5	351	0	55866
Snip1	Q8BIZ6	383	1	7370
Spon2	Q8BMS2	330	0	20271
Gm9918	Q8BUR5	174	0	3558
Ttc21a	Q8C0S4	1314	0	30187
Zswim3	Q8CFL8	695	1	17032
Mef2c	Q8CFN5	474	0	163046
Tada2a	Q8CHV6	443	1	50680
Mrgprx1	Q8CIP3	322	0	6626
Scmh1	Q8K214	706	0	124905
Trpm8	Q8R4D5	1104	0	111632
Angel1	Q8VCU0	667	0	33719
Akr1d1	Q8VCX1	325	0	38642
Tmem267	Q8VDR5	215	0	-
Or11i1	Q8VFC3	316	0	5802
Or4d11	Q8VFV0	310	0	9530
Or4k48	Q8VGE6	312	0	4703
Irgq	Q8VIM9	583	1	7911
Nrbp2	Q91V36	499	0	6109
Adipor1	Q91VH1	375	0	17973
Pcdha1	Q91Y21	948	0	257477
Mrgpra7	Q91ZC5	305	0	-
Dnajc14	Q921R4	703	1	15384
Tubb6	Q922F4	447	0	12032
Nmd3	Q99L48	503	1	34388
Ankrd10	Q99LW0	415	1	24174
Rnf141	Q99MB7	230	1	44025
Mrgprh	Q99MT8	321	0	1943
Gemin2	Q9CQQ4	269	0	15077
Riok2	Q9CQS5	547	0	20590
Inka1	Q9CX62	282	0	1656
Gm26620	Q9CY65	116	0	816
Galnt15	Q9D2N8	638	0	33208
Gp2	Q9D733	531	0	16748
Fam219a	Q9D772	157	0	51847
Spmip10	Q9D9I1	141	0	6432
Spata25	Q9DA57	226	0	2148
Brix1	Q9DCA5	353	1	11168
Tlr1	Q9EPQ1	795	0	8884
Cxcr6	Q9EQ16	351	0	5285
Scgb2b20	Q9JI02	112	0	-
Slc2a8	Q9JIF3	477	0	9093
Hacd1	Q9QY80	281	0	-
Tmeff2	Q9QYM9	374	0	286623
Rbmx	Q9WV02	391	0	9506
Dmtn	Q9WV69	405	0	34715
Smarcb1	Q9Z0H3	385	1	24848
Apom	Q9Z1R3	190	0	3053
Ighj3	A0A0A6YWW9	16	0	47
Trav7-1	A0A0G2JEV5	112	0	511
Igkv12-98	A0A0G2JGF9	115	0	472
Gm3739	A0AA74KUR0	227	0	21432
Zfp937	A2ANU7	503	0	22652
Vinac1	A2AP89	1413	0	23099
Fam83c	A2ARK0	776	0	7306
Gm8159	E9Q0R1	267	0	8450
Mgat4f	G3XA12	479	0	5041
E230025N22Rik	G5E8S3	482	0	11002
BC037156	H9CWD5	84	0	5392
Pramel42	J3QK78	481	0	20136
Lhb	O09108	141	0	-
Cx3cl1	O35188	395	0	10418
Crx	O54751	299	0	14021
Dhx9	O70133	1380	0	-
Nsd1	O88491	2588	1	-
Egr1	P08046	533	0	5161
Gdf1	P20863	357	0	1770
Nckap1	P28660	1128	0	80868
Cnga1	P29974	684	0	40579
Serpind1	P49182	478	0	12204
Cav1	P49817	178	0	35117
Tcl1b5	P56845	121	0	4801
Arf3	P61205	181	0	26580
Nos3	P70313	1202	0	19664
H3-3a	P84244	136	1	13111
Cntnap5a	Q0V8T9	1304	0	902567
Rnf133	Q14B02	382	0	1436
Defb25	Q30KN8	71	0	697
Lpcat1	Q3TFD2	534	0	49225
Pde12	Q3TIU4	608	0	9925
Alkbh5	Q3TSG4	395	1	22131
Tet1	Q3URK3	2039	0	104426
Pate2	Q3UW31	111	0	120034
Khdc1a	Q3UWR2	166	0	2559
Wdr93	Q402B2	695	0	42787
Tet2	Q4JK59	1912	0	81460
Abracl	Q4KML4	81	0	-
Lrrc47	Q505F5	581	0	9782
Clec4a4	Q5YIR8	236	0	33738
Acvrl1	Q61288	502	0	16814
Gdi2	Q61598	445	1	29808
Nox3	Q672J9	568	0	61021
Abcf1	Q6P542	837	1	12942
Uggt1	Q6P5E4	1551	1	104693
Parp6	Q6P6P7	630	1	-
Usp50	Q6P8X6	390	0	74374
Vkorc1l1	Q6TEK5	176	1	44722
Ssxb10	Q6XAR7	170	0	8813
Chst9	Q76EC5	413	0	308233
Igsf21	Q7TNR6	468	0	219938
Or5w10	Q7TR47	311	0	935
Actr5	Q80US4	605	0	-
Znf32	Q80V23	272	0	4776
Pip4k2b	Q80XI4	416	1	29547
Bpifb9a	Q80XI7	591	0	13391
Kctd13	Q8BGV7	329	0	16752
Ipo5	Q8BKC5	1097	1	36775
Pisd	Q8BSF4	406	0	49345
Ftdc2	Q8BU47	192	0	3572
Slc39a11	Q8BWY7	342	0	405226
Drgx	Q8BYH0	263	0	49839
Fam118b	Q8C569	351	0	50840
Ephb1	Q8CBF3	984	0	432565
Dcaf12l1	Q8CBW4	501	0	3627
Flywch1	Q8CI03	673	0	18809
Krt33a	Q8K0Y2	404	0	5017
Klf11	Q8K1S5	502	0	11515
Ssh3	Q8K330	649	0	7512
Olah	Q8R197	265	0	55228
Ubac2	Q8R1K1	345	1	142414
Vmn1r199	Q8R280	367	0	8284
Cdpf1	Q8R3A2	119	0	4725
Etv3	Q8R4Z4	513	0	14749
Rab14	Q91V41	215	1	20915
Gne	Q91WG8	722	0	50102
Boll	Q924M5	293	0	114811
Krtap6-5	Q925H3	78	0	594
Sfxn2	Q925N2	322	0	24701
Krt82	Q99M74	516	0	9453
Sval2	Q99N75	144	0	11424
Tp53rkb	Q99PW4	244	0	-
Them5	Q9CQJ0	248	0	5253
Ramac	Q9CQY2	119	0	6566
Tmem186	Q9CR76	216	1	4483
Phf14	Q9D4H9	941	1	173396
Vsir	Q9D659	308	0	25833
Klhl40	Q9D783	621	0	-
Uqcrc2	Q9DB77	453	0	24348
Mxra8	Q9DBV4	442	0	4408
Cdc40	Q9DC48	579	1	51690
Rprm	Q9JJ72	109	0	1459
Myoz2	Q9JJW5	264	0	28809
Tdp2	Q9JJX7	370	1	10474
Mrpl39	Q9JKF7	336	1	18166
Ehd3	Q9QXY6	535	0	27960
Vav3	Q9R0C8	847	0	345045
Pikfyve	Q9Z1T6	2097	0	92012
H2ab3	S4R1G7	115	0	347
Igkv4-53	A0A075B677	97	0	539
Trav9d-4	A0A075B685	102	0	659
Gm28919	A0A087WP35	240	0	31965
Sirpb1a	A0A0A6YYP6	397	0	54867
Traj49	A0A0G2JEY2	21	0	61
Cfap99	A0A140LIX9	648	0	38727
Or7e175	A0A2I3BRV7	323	0	9754
Dmrtb1	A2A9I7	359	0	7940
Krtap4-2	B1AQ85	167	0	973
Hpse2	B2RY83	592	0	601816
Fam47e	D3YWC7	402	0	36210
Or6k6	E9Q0M4	307	0	7951
Tns1	E9Q0S6	1888	0	214218
Lmod3	E9QA62	571	0	14225
Lce3e	F8VQJ0	98	0	1220
Vmn2r38	G3UYA8	861	0	24106
Atp2b1	G5E829	1220	0	111737
Vmn2r70	K7N702	854	0	20785
Alyref	O08583	255	1	6244
Serpinb8	O08800	374	0	20478
Ccn4	O54775	367	0	31881
Sp3	O70494	783	0	44019
Pde8a	O88502	823	0	120937
Flg	P11088	336	0	-
Klrb1b	P27812	223	0	-
Rab3d	P35276	219	0	10701
Cap1	P40124	474	0	27009
Sstr4	P49660	385	0	-
Mrps6	P58064	125	0	53957
Btbd1	P58544	488	1	37357
Kcna2	P63141	499	0	13859
Eif5a	P63242	154	1	5244
Plxna2	P70207	1894	0	198651
Erg	P81270	486	0	227424
Cplx2	P84086	134	0	12568
G3bp2	P97379	482	1	31573
Jpt1	P97825	154	0	17034
Pax8	Q00288	457	0	55039
Sele	Q00690	612	0	9473
Grin2c	Q01098	1239	0	18074
Chat	Q03059	641	0	-
Sox9	Q04887	507	0	5536
Fabp5	Q05816	135	0	4059
Dcp1b	Q3U564	578	0	46363
Gas2l3	Q3UWW6	683	0	-
Gnat3	Q3V3I2	354	0	57285
Ndufa4l2	Q4FZG9	87	0	2187
Tmem65	Q4VAE3	234	0	41369
Rtl6	Q505G4	243	0	4425
Ccdc125	Q5U465	500	0	27523
Akt2	Q60823	481	0	49274
Cyba	Q61462	192	0	8154
Tbr1	Q64336	681	0	11184
H2bc18	Q64525	126	0	380
Myof	Q69ZN7	2048	0	144541
Kif18b	Q6PFD6	834	0	19595
Or2h1b	Q6UAH1	312	0	21076
Ppp2r1b	Q7TNP2	601	1	48928
Or2bd2	Q7TQV3	321	0	3473
Or12e13	Q7TR35	314	0	5270
Or8g4	Q7TRA6	310	0	5244
Bsdc1	Q80Y55	427	1	26917
Mgat4b	Q812F8	548	0	24213
Ano10	Q8BH79	659	0	118549
Hmbox1	Q8BJA3	419	1	138271
Plcxd3	Q8BLJ3	321	0	-
Smim5	Q8BT42	78	0	6303
Gmppb	Q8BTZ7	360	0	3559
Prss58	Q8BW11	241	0	5117
Asxl2	Q8BZ32	1370	1	-
Lrrd1	Q8C0R9	853	0	21423
Zfp57	Q8C6P8	421	0	9472
Apoa5	Q8C7G5	368	0	3286
Teddm1b	Q8CC62	306	0	2526
Mturn	Q8CGA4	131	0	22227
Iglon5	Q8HW98	336	0	17171
Mchr1	Q8JZL2	353	0	3465
Anks4b	Q8K3X6	423	0	11728
Slc38a4	Q8R1S9	547	0	61136
Ptcd2	Q8R3K3	381	1	25058
Tmem242	Q8VCR3	140	1	29389
Pik3r4	Q8VD65	1358	1	44679
Or13a17	Q8VGM1	311	0	14894
Slc15a4	Q91W98	574	0	37233
Errfi1	Q99JZ7	461	0	14973
Tas1r1	Q99PG6	842	0	-
Lce1m	Q9CR91	182	0	1250
Mis18a	Q9CZJ6	204	1	8092
Nudt14	Q9D142	222	0	7833
Get4	Q9D1H7	327	1	17727
Cox7b2	Q9D2H1	82	0	105381
Dusp21	Q9D9D8	189	0	844
Aldh7a1	Q9DBF1	539	0	63264
Cyp4f14	Q9EP75	524	0	12272
Adarb2	Q9JI20	745	0	565881
Myo18a	Q9JMH9	2050	0	102734
Hapln1	Q9QUP5	356	0	71856
Slc7a11	Q9WTR6	502	0	551088
Chek2	Q9Z265	546	0	34166
Htatip2	Q9Z2G9	242	0	14860
Scgb2b18	A0A087WPA9	112	0	1972
Gm49027	A0A0G2JFF0	44	0	13406
Muc16	A0A140LJ72	8478	0	179075
Gm30083	A0A2I3BPJ2	573	0	26765
None	A0AAG1GPI2	500	0	-
Col9a3	A2ACT7	680	0	24399
Ift70a2	A2AKQ8	664	0	2430
Srsf8	A2RRY9	829	0	38546
Grik3	B1AS29	919	0	223473
Tmem243	B2RVB9	118	0	60318
Or5h26	E9PYP4	309	0	3807
Prol1	E9PYQ4	312	0	11502
Dnah6	E9Q0B6	4144	0	204045
Ptgds	O09114	189	0	3337
H2-M10.1	O19443	331	0	3297
Tnfsf11	O35235	316	0	30598
Srpk2	O54781	681	0	-
Gzmc	P08882	248	0	3215
Sbk3	P0C5K0	361	0	5908
Pla2g4b	P0C871	782	0	-
Cd8b	P10300	213	0	14706
Usp53	P15975	1069	0	53017
Serpina1b	P22599	413	0	102217
Furin	P23188	793	0	16851
Defa3	P28310	93	0	955
Cdh15	P33146	784	0	19431
Gnl1	P36916	607	1	9611
Mapk14	P47811	360	1	57077
Rida	P52760	135	1	11234
Dmpk	P54265	631	0	9972
Cox7b	P56393	80	0	6750
Lman2l	P59481	347	0	25400
Rab1a	P62821	205	0	25424
Blcap	P62951	87	0	14912
Ppp1cc	P63087	323	1	16995
Lig3	P97386	1015	0	-
Mtf2	Q02395	593	0	43330
Tmem52b	Q0VBF2	186	0	6672
Lvrn	Q2KHK3	559	0	-
Mpnd	Q3TV65	487	1	11079
Ankrd33b	Q3U0L2	486	0	76248
Ahrr	Q3U1U7	701	0	-
Spag11b	Q3UW43	113	0	2251
Akr1cl	Q3UXL1	322	0	20070
Oxr1	Q4KMM3	866	0	413566
Fzd4	Q61088	537	0	8779
Mtnr1a	Q61184	353	0	19369
Eif2d	Q61211	570	1	34477
Dnd1	Q6VY05	352	0	2543
Ssxb9	Q6XAR8	170	0	8412
Zc3h4	Q6ZPZ3	1304	1	38087
Nme8	Q715T0	586	0	52716
Zfp455	Q7M6X9	461	0	14792
Zfp85	Q7TMC9	473	0	7428
Znf250	Q7TNU6	535	0	15077
Or9i1b	Q7TQQ2	316	0	8336
Ifna13	Q80SU4	189	0	818
Zscan4c	Q80VJ6	506	0	4802
Dhx33	Q80VY9	698	1	20346
Crybg3	Q80W49	1005	0	-
Med23	Q80YQ2	1367	0	43695
Clspn	Q80YR7	1315	0	36968
Paqr7	Q80ZE4	345	0	13538
Tbx10	Q810F8	385	0	6760
Phka2	Q8BWJ3	1235	0	96712
Osbpl2	Q8BX94	484	1	43374
Sox30	Q8CGW4	782	0	37684
Myo3a	Q8K3H5	1613	0	-
St8sia6	Q8K4T1	398	0	143043
Or10a48	Q8VFZ6	310	0	932
Or10p21	Q8VGC1	309	0	2522
Or13a21	Q8VGT4	309	0	5929
Ash2l	Q91X20	623	1	31698
Baat	Q91X34	420	0	17135
Pcdhga3	Q91XY5	928	0	167566
Pcdha3	Q91Y16	942	0	241552
Slc5a2	Q923I7	670	0	6773
Csmd1	Q923L3	3564	0	1643065
Gpnmb	Q99P91	574	0	34383
Med31	Q9CXU1	131	1	3868
Hyls1	Q9CXX0	307	0	-
Cenpn	Q9CZW2	337	0	19777
Rhox4a2	Q9D3I8	205	0	4773
Krtap26-1	Q9D7N2	215	0	972
Tmem225	Q9D9S2	230	0	2752
Ergic1	Q9DC16	290	1	95445
Ccdc107	Q9DCC3	242	1	3021
Mettl15	Q9DCL4	406	0	188451
Akr1e2	Q9DCT1	301	0	18424
Map3k20	Q9ESL4	802	0	156973
Slamf6	Q9ET39	351	0	35655
Plek	Q9JHK5	350	0	81175
Prl5a1	Q9JII2	230	0	9127
Itga2b	Q9QUM0	1033	0	16825
Cst9	Q9Z0H6	137	0	3591
Diaph3	Q9Z207	1171	0	485868
Mocs2	Q9Z223	189	0	-
Mbd4	Q9Z2D7	554	0	-
Actl6a	Q9Z2N8	429	1	20675
Knop1	Q9Z2Q2	478	1	13779
Nbdy	A0A0N4SUI7	68	0	18330
Rasgef1a	A0A0N4SVF2	489	0	80108
Krtap28-10	A0A1Y7VP58	119	0	956
Kif13b	A0A286YCV9	1847	0	162352
Or11h6	A0A2I3BQ89	322	0	4497
Meiosin	A0A5K7RLP0	589	0	19322
None	A0A9L6KDR4	5411	0	16235
None	A0A9L6KE92	7954	0	23864
Nhsl3	A2A7S8	1013	0	41826
Faap100	A2ACJ2	879	0	9709
Dock11	A2AF47	2073	0	187730
Cerkl	A2AQH1	525	0	126242
Or4a74	A2AT78	314	0	9171
H60c	B1B213	197	0	11563
Odad2	B2RY50	1037	0	209727
Gpr179	E9PY61	2293	0	19968
Or11h7	E9Q840	314	0	7100
Ccdc7b	E9Q9Y3	381	0	116598
Efna5	O08543	228	0	277133
Endog	O08600	294	0	2576
Azin1	O35484	448	0	31839
Lnx1	O70263	728	0	110465
Ca2	P00920	260	0	14497
Nppa	P05125	152	0	1357
Csn3	P06796	181	0	7086
Cntn1	P12960	1020	0	290802
D1Pas1	P16381	660	0	3211
Sdc1	P18828	311	0	22392
Csf2rb	P26955	896	0	28095
Cyp17a1	P27786	507	0	6007
Ptger4	P32240	513	0	37526
Syt4	P40749	425	0	9598
Rad52	P43352	420	0	20130
F2rl1	P55086	399	0	13495
Eif5	P59325	429	1	8736
Pitx1	P70314	315	0	11141
Ext2	P70428	718	1	161540
Mcm2	P97310	904	0	15306
Frg1	P97376	258	1	19615
Ica1	P97411	478	0	147961
Lgals3bp	Q07797	577	0	9341
Neurl1b	Q0MW30	546	0	31520
Pepd	Q11136	493	0	132329
Rtl9	Q32KG4	1339	0	10407
Tfpt	Q3U1J1	259	0	9605
Znf692	Q3U381	531	0	7558
Lclat1	Q3UN02	376	1	135383
Tex10	Q3URQ0	928	0	42601
Klhdc9	Q3USL1	350	0	2352
Spef1l	Q3V2J1	307	0	6452
Krt35	Q497I4	455	0	4048
Nkain2	Q4PNJ2	208	0	1201152
Nxf3	Q4ZGD9	553	0	13156
Gm12185	Q5NCB2	835	0	87570
Arcn1	Q5XJY5	511	1	26281
Klk1b21	Q61759	261	0	4255
Or10j5	Q62007	309	0	7948
Pced1a	Q6P1Z5	449	0	7454
Gemin4	Q6P6L6	1058	0	7093
Pabpc4	Q6PHQ9	660	0	36574
Zfp273	Q7M6W8	501	0	13262
Or1i2	Q7TQU7	313	0	7071
Or14c43	Q7TS05	330	0	9636
Slc34a3	Q80SU6	601	0	5466
Trnp1	Q80ZI1	223	0	7450
Gtf2a2	Q80ZM7	109	0	10316
Pheta1	Q8BH49	266	0	5648
Mrps27	Q8BK72	415	1	70776
Nkrf	Q8BY02	690	0	15973
Dipk2b	Q8C3I9	435	0	46516
Fbxl3	Q8C4V4	428	1	19327
Nat8f2	Q8CHQ9	238	0	3736
Adgrl2	Q8JZZ7	1487	0	-
Spata2	Q8K004	515	1	11754
Or5t17	Q8VES2	324	0	5220
Or7g31	Q8VFF2	315	0	947
Rabep2	Q91WG2	554	0	20486
None	Q91Z58	1206	0	34023
Prkx	Q922R0	355	0	34867
Dyrk3	Q922Y0	586	0	10885
Cyp2j9	Q924D1	502	0	23149
Dqx1	Q924H9	718	0	9474
Krtap19-4	Q925H7	84	0	303
Gmpr2	Q99L27	348	1	7259
Tex19.1	Q99MV2	351	0	2176
Prss3b	Q9CPN9	247	0	5241
Tmem147	Q9CQG6	224	1	1839
Trappc2	Q9CQP2	140	0	12566
Tomm7	Q9D173	55	0	5217
1700012A03Rik	Q9DAF1	130	0	8675
Phf7	Q9DAG9	307	0	13628
Haghl	Q9DB32	283	0	5830
Mvp	Q9EQK5	861	0	27761
Ern1	Q9EQY0	977	0	93202
Mesd	Q9ERE7	224	0	17066
Arpc3	Q9JM76	178	0	22306
Nagk	Q9QZ08	343	0	9036
Fbxo17	Q9QZM8	286	0	21340
Tsc22d3	Q9Z2S7	137	0	61131
Kcnq2	Q9Z351	759	0	-
Col6a3	A0A087WS16	2677	0	78048
Igkv18-36	A0A0G2JEE1	113	0	512
Traj27	A0A0G2JFL6	20	0	58
LOC100862202	A0AAG1GJS6	481	0	-
Aadacl4fm2	A2A752	406	0	10134
Tmem236	A2ARJ3	344	0	47470
Birc7	A2AWP0	285	0	4987
Hmcn1	D3YXG0	5634	0	430911
Zfand4	D3Z3C6	739	0	66080
Pdia2	D3Z6P0	527	0	3088
Cep350	E9Q309	3095	1	128291
Vmn2r11	E9Q4X4	861	0	16209
Zfp708	F8VPP0	541	0	28577
Defa40	L7N231	93	0	802
Vmn1r118	L7N273	306	0	920
Cd151	O35566	253	0	4081
Cyp21	P03940	487	0	-
Fcgr2	P08101	330	0	-
Cd3g	P11942	182	0	10859
Atp6v0a2	P15920	856	0	34878
Eno1	P17182	434	0	12158
Atxn10	P28658	475	1	126967
Rxrg	P28705	463	0	41239
Ptpn22	P29352	802	0	52452
Vcam1	P29533	739	0	19739
Hspa9	P38647	679	0	16943
Scg3	P47867	471	0	40867
Rps10	P63325	165	0	6251
Rock2	P70336	1388	0	-
Nxn	P97346	435	0	141942
Kcnab3	P97382	249	0	-
Lypla1	P97823	230	0	40622
Mex3c	Q05A36	652	1	19531
Arl14	Q3SXC5	192	0	-
Lyrm9	Q3UN90	78	0	20286
Shisa3	Q3UPR0	238	0	15670
Eif1ad10	Q3UTA4	144	0	4132
Ppm1h	Q3UYC0	513	0	267033
C130050O18Rik	Q497Y9	356	0	10343
Cimap1b	Q5M8M2	238	0	2138
Or9e1	Q5NC59	308	0	4860
Bltp2	Q5SYL3	2234	1	28871
Usp17la	Q61068	526	0	5658
Astn1	Q61137	1302	0	329508
Phox2a	Q62066	280	0	4413
Smad2	Q62432	467	1	69383
Ints1	Q6P4S8	2195	1	24392
Tmeff1	Q6PFE7	372	0	77957
Uqcc4	Q6RUT7	136	1	3108
Slc35d2	Q762D5	326	0	-
Prss3l	Q792Y8	246	0	3929
Tas2r110	Q7M712	333	0	1001
Or5w19	Q7TR34	310	0	7664
Or51q1	Q7TRQ3	315	0	16388
Clec4b1	Q7TS58	209	0	21593
Dnajc16	Q80TN4	772	1	30742
Plekhm2	Q80TQ5	1018	0	-
Haus4	Q8BFT2	363	0	12831
Fndc9	Q8BJN4	226	0	4341
Fbxo9	Q8BK06	437	0	27566
Cadm2	Q8BLQ9	435	0	965489
Fam43a	Q8BUP8	424	0	3074
Ptges2	Q8BWM0	384	0	9876
Nuak2	Q8BZN4	639	0	17362
None	Q8C1R3	189	0	3556
Ssuh2	Q8C3L1	340	0	28699
Pcdhb7	Q8CDY9	829	0	3500
Nkiras1	Q8CEC5	192	0	12867
