Genename	UniProtID	Length	Hk	genelength
CELE_F52F12.8	Q7YX19	123	0	670
srg-48	Q86B42	275	0	1264
snx-27	Q93566	578	0	3405
swan-2	Q93759	478	0	3308
CELE_Y66D12A.3	Q95Q09	313	0	3627
otpl-3	Q95QL0	566	0	3118
CELE_Y71H2B.11	Q95Y42	227	0	3595
nlp-49	Q95YA3	72	0	692
C30F12.3	Q95YE0	264	0	1525
gid-7	Q965W8	672	0	7682
C55B7.11	Q966M0	349	0	2265
irld-66	Q9N4N6	465	0	2704
did-2	Q9TXI3	205	1	982
CELE_K08D9.2	Q9TXN2	465	0	2497
bath-25	Q9TZM5	298	0	1541
mau-8	Q9U1X7	258	0	2443
CELE_T16G12.8	Q9U366	162	0	595
tag-280	Q9U3J2	137	0	819
dod-21	Q9U3N6	361	0	1250
bath-35	Q9XUM9	266	0	1391
CELE_Y75B8A.24	Q9XW63	2106	1	22260
efhc-1	Q9XWW8	447	0	2167
smgl-2	U4PRA5	1089	0	9332
npr-12	V6CLI1	397	0	8720
CELE_F59A6.13	A0A2K5ATR4	10	0	-
rga-8	A0A2K5AU23	709	0	8064
C11E4.8	A0A4V0IJX9	309	0	10811
CELE_R193.6	A0A5E4LZ95	57	0	2720
clh-1	A0A8D9MJW7	973	0	9954
CELE_Y26D4A.17	A2VA02	108	0	868
C50E10.1	A3QM99	122	0	1378
ttr-56	A8DZ31	114	0	641
laf-1	D0PV95	708	1	9697
B0496.11	D1MN57	64	0	414
CELE_T19C9.10	D3YT90	200	0	2654
C25A1.20	E2JL03	122	0	462
CELE_Y57G11A.2	G5EBG1	640	0	2501
srw-53	G5EBL6	341	0	1429
bir-2	G5ECJ5	308	0	1180
osm-5	G5ED37	820	0	7215
nipi-3	G5EED4	655	0	2654
rhgf-1	G5EFE1	1340	0	14035
frpr-3	G5EG36	360	0	2008
wdfy-3	H2FLM3	3358	0	21368
mdt-26	H2KYV0	561	1	4062
C49H3.16	I2HAB0	206	0	1586
CELE_Y61B8A.6	I2HAK1	48	0	398
CELE_F55A12.6	O01754	214	0	1344
CELE_D1007.3	O01872	264	0	2103
emr-1	O01971	166	0	782
col-64	O02271	370	0	2145
spi-2	O16488	166	0	2984
CELE_T28C12.2	O16697	485	0	1889
sru-27	O17077	336	0	1237
best-26	O18304	411	0	4667
srw-103	O44573	368	0	2281
CELE_F48G7.10	O44590	168	0	1054
nhr-282	O45560	253	0	822
dop-5	O45732	763	0	3784
col-19	P18835	289	0	984
bath-15	P34324	273	0	-
K03H1.5	P34501	1385	0	7306
T26G10.5	P34584	84	0	935
ZK1236.1	P34617	645	0	2324
ced-11	P34641	1418	0	5606
dpy-10	P35800	372	0	-
CELE_F47B3.3	P83387	145	0	944
srab-22	P91474	330	0	1357
maph-1.1	P91859	878	1	3666
cpna-5	Q09219	717	0	6686
T07A5.1	Q10044	379	0	2829
C02B8.6	Q11096	347	0	3175
gex-5	Q17495	405	0	1825
lon-2	Q18530	508	0	10119
C47E8.4	Q18691	326	0	1787
clec-257	Q18LB7	290	0	963
agt-2	Q19263	274	0	1847
hach-1	Q19278	386	0	1868
tbx-43	Q1T6W8	305	0	4686
rps-24	Q1XFY9	131	1	719
CELE_F35A5.5	Q20001	211	0	1894
CELE_F39H12.3	Q20199	210	0	3349
CELE_F47B10.4	Q20504	91	0	711
CELE_F56D2.2	Q20874	484	0	1865
CELE_K03B8.8	Q21176	197	0	1535
CELE_T03F7.5	Q22117	312	0	2111
spp-3	Q22336	100	0	384
CELE_T27A10.5	Q22819	108	0	738
zhit-3	Q23644	455	0	1683
C08A9.10	Q27GT6	139	0	863
CELE_Y81B9A.4	Q3V5K8	164	0	738
sqd-1	Q4W5P0	308	0	2248
C33F10.14	Q5DX36	218	0	808
CELE_F34D10.8	Q86MD2	53	0	473
CELE_Y62F5A.9	Q8T3A5	197	0	3700
mfap-1	Q93712	466	0	1722
ned-8	Q93725	77	1	489
CELE_F22H10.6	Q94192	155	0	2020
C34B2.11	Q95X54	183	0	5438
supr-1	Q95XT1	746	0	9810
magu-1	Q95XW5	567	0	7777
cht-4	Q965P2	360	0	3757
hot-8	Q966F7	193	0	7687
pipp-4p	Q9BL29	251	0	7305
CELE_Y54H5A.2	Q9BL64	375	0	12220
arrd-19	Q9GYT4	471	0	2272
ugt-63	Q9GZD1	506	0	2592
pph-7	Q9N4H5	557	0	4122
CELE_Y13C8A.1	Q9N581	69	0	747
dhsl-4	Q9N5G4	280	0	1389
CELE_Y57A10A.13	Q9NA69	710	0	8022
syx-16	Q9TY08	329	0	1542
taf-12	Q9U226	342	1	6896
CELE_Y105C5B.15	Q9U309	417	0	2900
cisd-3.1	Q9U3A1	160	0	3133
srz-103	Q9XU33	326	0	1714
srw-43	Q9XU36	295	0	1058
C06A12.3	Q9XU41	253	0	1879
CELE_T23F6.3	Q9XU69	291	0	1685
C43F9.4	Q9XUG7	361	0	1652
vha-13	Q9XW92	606	0	2713
CELE_Y43F8B.9	Q9XWX1	111	0	2313
srx-54	Q9XX72	305	0	1498
otpl-1	U4PEQ1	752	0	8791
twk-10	A0A0K3AXZ4	429	0	7916
CELE_F56A4.12	A0A0M9JJ95	465	0	4441
CELE_F13A2.5	A0A163UTC6	162	0	766
CELE_H05L14.3	A0A1T5HUU9	545	0	4527
CELE_F52G3.7	A0A2K5AU08	9	0	-
CELE_F36H5.18	A0A5S9MMY5	238	0	765
CELE_F59C12.4	A3FPJ0	49	0	149
CELE_T02H6.1	A9D0C6	518	1	14321
marc-1	B2D6L6	206	0	1192
CELE_F14E5.8	D7SFM2	121	0	2088
CELE_R02F11.10	E3CTG6	179	0	922
usp-48	G5ECC7	1264	0	4637
CELE_T10B10.8	G5ECZ5	449	0	4939
C09F12.3	G5EE93	394	0	2147
egl-6	G5EFX1	395	0	3410
syp-1	G5EGS8	489	0	3427
C06A6.2	H2KYH8	666	0	7787
sdz-30	O02297	544	0	1634
clec-186	O02343	353	0	2971
cest-35.1	O16497	545	0	2377
btb-7	O16740	272	0	1159
CELE_K06H6.2	O17108	288	0	1564
nhr-167	O17683	343	0	1879
fbxb-2	O18136	385	0	1309
CELE_ZK1010.5	O18284	756	0	3025
gnrr-5	O44536	423	0	3687
chil-14	O44609	388	0	1584
CELE_F33D11.2	O44776	375	0	1947
CELE_F58H7.1	O45090	692	0	5415
gst-40	O45115	216	0	1917
oac-6	O45282	705	0	3442
fbxa-141	O62123	355	0	1669
CELE_Y17D7C.2	O62408	288	0	4134
far-1	P34382	182	0	808
F10E9.4	P34398	262	0	1268
ess-2	P34420	531	0	2013
rmd-1	P34560	226	0	1295
rpl-36A	P48166	105	1	662
delm-2	P91103	608	0	2978
sre-1	Q09213	355	0	1800
R06F6.8	Q09417	1470	0	7029
C30G12.2	Q09486	276	0	1293
dhs-5	Q10130	378	0	2130
C03D6.1	Q17600	262	0	2099
glr-10	Q17817	423	0	2026
pfut-1	Q18014	389	0	1753
C24H10.4	Q18132	67	0	1103
ceh-43	Q18273	273	0	3305
pmp-2	Q18598	661	0	3765
col-186	Q19050	333	0	3295
crb-1	Q19350	1722	0	11482
CELE_R10H10.7	Q19378	915	0	3943
CELE_F20D6.5	Q19647	376	0	3491
rde-2	Q19672	578	0	2458
F28C1.3	Q19857	944	0	4876
CELE_F28H7.7	Q19894	415	0	3195
vps-41	Q19954	901	0	5893
sox-3	Q20201	212	0	2189
tni-1	Q20334	250	0	1583
CELE_F58B4.2	Q20976	89	0	881
cdh-9	Q21035	623	0	7014
rabr-1	Q21137	218	0	4821
dhs-28	Q21481	436	0	1642
chl-1	Q21489	830	0	6066
srd-42	Q21715	320	0	1858
lgc-18	Q22084	399	0	2392
metl-9	Q22123	311	0	1631
ppat-1	Q22134	480	0	2891
CELE_T14B4.9	Q22481	454	0	3666
cutl-6	Q23097	374	0	2877
CELE_ZK863.1	Q23650	370	0	2180
C07D10.6	Q2V4X1	69	0	262
CELE_F41G3.21	Q4TTB3	122	0	600
srbc-33	Q5F4V2	296	0	1842
srxa-18	Q7YTS7	300	0	1467
idha-1	Q93714	358	1	2082
sec-22	Q94241	214	0	1518
tag-307	Q95PW5	342	0	1594
rpl-9	Q95Y90	189	1	726
CELE_Y65B4A.8	Q9BL56	461	0	4045
phat-1	Q9GYJ3	294	0	1522
CELE_Y71F9AL.10	Q9N4I6	189	0	3666
CELE_Y81B9A.3	Q9N4P8	95	0	401
clec-8	Q9NAK6	419	0	2370
irld-42	Q9TXL1	405	0	2245
eaf-1	Q9TXQ9	251	0	979
lrk-1	Q9TZM3	2393	1	14468
CELE_Y67A10A.2	Q9U1U8	183	0	1222
CELE_Y48G10A.2	Q9U284	375	0	10216
CELE_Y26D4A.3	Q9U2Q2	115	0	828
CELE_ZK262.9	Q9XTR4	199	0	1856
srbc-54	Q9XTV7	286	0	1286
CELE_H12D21.6	Q9XTW8	163	0	491
CELE_T28A8.4	Q9XU05	469	0	1857
srh-102	Q9XV25	352	0	2609
cutl-7	Q9XVN2	535	0	2835
CELE_W06D4.3	Q9XW43	272	0	2356
CELE_Y38F1A.4	Q9XWM4	342	0	2906
arrd-8	Q9XXI0	364	0	2553
scl-24	Q9XXP4	212	0	907
CELE_F44E7.7	A0A2C9C3K2	455	0	2593
CELE_F39B3.7	A0A3P6NPF5	132	0	830
CELE_Y52B11A.3	A0A7R9SUJ3	540	0	9624
mgl-3	A1IMB8	1008	0	11797
gpx-7	A8WFK6	197	0	831
CELE_W02C12.2	A8WFN1	205	0	2496
CELE_ZK1290.15	A9Z1J9	70	0	474
unc-57	B1V8A0	381	0	4315
glb-19	C1P638	223	0	11431
CELE_Y38H6C.9	C5VUJ5	304	0	1890
CELE_D1005.10	E9P849	54	0	279
znfx-1	E9P860	2443	0	9495
grdn-1	F3Y5P4	1319	0	21387
CELE_W03G9.10	G4SFM0	102	0	675
znf-706	G5EDA6	73	0	477
fut-1	G5EDR5	433	0	5523
CELE_T11G6.5	G5EDY1	1406	1	6928
trr-1	G5EEV2	4064	1	-
grld-1	H2KYB8	520	0	4134
nfm-1	H2KYX3	709	0	5136
CELE_Y46D2A.3	H2KZR9	175	0	712
sgca-1	H2L0C3	458	0	2292
CELE_F13E9.11	K8ESG8	384	0	3877
CELE_T10E9.8	O01604	196	0	1933
CELE_T10E9.2	O01605	720	0	2850
C09D4.2	O01734	254	0	1839
CELE_R10F2.6	O01913	1161	0	7055
sedl-1	O02173	141	0	994
CELE_F29A7.4	O16206	154	0	1777
CELE_F02E11.3	O16572	191	0	1817
CELE_H14A12.5	O17215	132	0	1506
CELE_K11D12.7	O44622	187	0	1178
bag-1	O44739	210	0	822
CELE_ZK484.7	O44901	344	0	1529
srh-269	O45738	293	0	1886
str-8	O45802	331	0	1363
C35E7.3	O61773	492	0	2033
fbxb-58	O61804	233	0	1317
rab-6.1	P34213	205	0	1134
C15H7.3	P34337	398	0	1559
hlh-11	P34474	431	1	6818
ZK757.2	P34680	294	0	4794
pot-1	P42001	400	0	1798
cct-6	P46550	539	1	2157
F53A9.9	P50439	147	0	443
CELE_F39H11.1	P90867	224	0	993
cwp-3	P91140	158	0	1009
dct-5	Q09304	207	0	1209
pgam-5	Q09422	284	0	1206
R07G3.7	Q09424	366	0	2749
spe-26	Q10579	570	0	2349
pitr-2	Q17454	494	0	2062
C04B4.6	Q17618	155	0	635
spch-1	Q17626	197	0	723
egrh-1	Q18250	461	0	3280
sgo-1	Q18412	309	0	1625
srd-12	Q18552	325	0	1505
srsx-27	Q18766	327	0	2220
secs-1	Q18953	481	0	2138
pin-2	Q19157	330	0	2317
hxk-1	Q19440	500	0	7210
snx-17	Q19532	540	0	5942
cut-3	Q19707	389	0	1662
CELE_F37B12.1	Q20116	246	0	2374
CELE_F46B6.10	Q20451	127	0	898
sdz-21	Q20783	305	0	2065
CELE_F55G1.6	Q20846	350	0	1442
CELE_K07G5.5	Q21304	348	0	2195
CELE_T01H3.5	Q22091	165	0	889
CELE_T05A7.3	Q22206	155	0	467
sre-40	Q22209	363	0	2078
snt-7	Q22372	416	0	3269
CELE_T20G5.9	Q22615	164	0	1253
CELE_T24B8.4	Q22715	850	0	6673
C53H9.3	Q2A956	84	0	254
mrpl-47	Q2L6V2	234	0	1119
C27A2.7	Q4TT89	202	0	1605
srbc-37	Q5FAM7	295	0	1185
srz-11	Q5WRL4	311	0	1436
mltn-1	Q7YX28	709	0	5881
sre-11	Q8I7M5	350	0	2137
CELE_F43G9.4	Q93718	355	0	1710
tbx-7	Q95PX3	335	0	3574
C16C8.19	Q95ZM7	129	0	571
srt-53	Q965R2	381	0	1794
CELE_T13G4.4	Q966F6	304	0	3245
CELE_Y22D7AR.3	Q9BKY1	65	0	379
CELE_Y59H11AR.3	Q9N322	132	0	546
CELE_Y54E10BR.2	Q9N3C8	191	0	1832
CELE_Y4C6A.3	Q9N4T7	330	0	5106
tbx-39	Q9NA56	396	0	1296
CELE_Y53F4B.10	Q9NAC2	471	0	1415
CELE_Y51A2A.4	Q9U269	114	0	406
lin-41	Q9U489	1147	1	7696
bath-34	Q9XUM6	384	0	2069
C43D7.4	Q9XVC1	154	0	586
srlf-9	Q9XVQ6	240	0	811
col-86	Q9XVY1	323	0	2266
clec-104	Q9XW21	241	0	1800
CELE_Y43F8C.15	Q9XWM9	175	0	839
CELE_R151.1	A0A0K3ARA3	696	0	4680
CELE_F48E8.8	A0A0K3AX60	210	0	1020
CELE_F45D11.7	A0A0S4XRX8	260	0	840
sdz-18	A0A131MBE3	277	0	1581
CELE_K05F1.6	A0A238UKL7	858	0	5155
C02C6.14	A0A2K5ATZ3	11	0	-
C36C9.11	A0A4V0ILT9	42	0	948
set-20	A0A5E4LYP2	525	0	5828
CELE_D1081.19	A0A5K1I8N1	442	0	3960
CELE_Y48G9A.6	A0A7R9XMS3	300	0	1317
dlc-3	A0AAC1	129	0	5729
CELE_R11D1.12	A4UVK8	74	0	1435
CELE_Y47G6A.33	A5A8P5	112	0	1028
lat-2	G5ECX0	1338	0	9216
hpl-2	G5EDE2	175	0	3335
cdc-5l	G5EFC4	755	1	4542
hrg-2	G5EGC7	279	0	1098
zfp-3	H2KZI6	666	0	6283
hpo-27	K8ERU3	1768	0	11499
imph-1	K8FE02	854	1	6822
tads-1	O02209	300	0	2332
sti-1	O16259	320	1	1257
srh-20	O16432	322	0	1297
C54F6.6	O16446	94	0	472
pde-1	O18696	664	0	7829
CELE_F54F11.1	O45568	281	0	2955
W09H1.5	O45903	344	0	1327
tag-4	O46017	224	0	5838
CELE_R119.5	O61706	599	0	5945
CELE_W01F3.2	O62390	307	0	1712
nduo-2	P24889	282	1	-
F42H10.2	P34415	115	0	484
F42H10.6	P34419	169	0	2076
ZC262.1	P34593	131	0	-
acly-2	P90731	1099	0	3643
clec-53	P91429	308	0	1928
atg-16.2	Q09406	534	0	2502
mlc-4	Q09510	172	1	1273
asah-2	Q09551	401	0	1816
CELE_ZC506.1	Q09641	931	1	5787
CELE_ZK1320.9	Q09657	472	0	2625
prp-19	Q10051	492	0	2112
npr-41	Q17478	394	0	3219
C01H6.3	Q17580	187	0	1844
srd-7	Q17760	318	0	1741
chil-8	Q17840	399	0	1465
C34C6.3	Q18424	529	0	2285
bar-1	Q18825	811	0	4620
eif-2A	Q19052	570	1	2437
CELE_F19G12.3	Q19598	77	0	1370
CELE_F22B3.8	Q19704	497	0	2253
sto-2	Q19958	375	0	15901
CELE_F40G12.9	Q20251	112	0	338
CELE_F59A6.2	Q21028	118	0	629
glt-3	Q21353	532	0	3026
pqn-53	Q21793	361	1	1915
chil-18	Q21861	429	0	1452
CELE_T16D1.1	Q22526	92	0	427
acl-9	Q23087	399	0	1739
lap-2	Q27245	522	0	2442
viro-2	Q5WRU4	616	0	3155
twk-49	Q65XY3	337	0	6382
CELE_T06G6.12	Q7YWV1	109	0	849
C25D7.15	Q7YX91	121	0	1724
CELE_Y48C3A.5	Q8I0Z5	670	0	33148
C31C9.6	Q8I4M6	932	0	6253
CELE_R05H11.2	Q8IFZ7	155	0	2192
pabp-2	Q93233	205	1	1080
C41G7.7	Q93364	96	1	3319
ercc-1	Q93456	262	0	16586
CELE_F20G2.1	Q93544	249	0	1317
CELE_K04G11.3	Q93845	368	0	2398
nhr-46	Q95QR2	576	0	10499
epg-9	Q95XH2	260	0	6323
mcm-4	Q95XQ8	823	0	3526
ddr-2	Q95ZV7	797	0	8928
CELE_Y58A7A.4	Q966A5	904	0	3019
CELE_F14H12.3	Q966K7	257	0	1439
dph-6	Q966L4	249	0	1835
elc-1	Q9BKS1	124	0	2952
CELE_T22D1.5	Q9GZH6	391	0	1596
CELE_Y48G8AR.2	Q9N3N6	339	0	3334
glrx-10	Q9N456	105	0	1131
srh-4	Q9N5I5	332	0	1496
ipla-5	Q9N5L3	497	0	2653
CELE_Y73F8A.23	Q9NA49	266	0	1621
eif-1.a	Q9TXU7	216	1	1049
vha-19	Q9TYW1	451	0	4288
CELE_Y116A8C.25	Q9U2U7	308	0	4876
cdkr-3	Q9U2Y2	489	0	5588
CELE_Y116F11A.1	Q9U3T4	202	0	1662
str-113	Q9UAX4	341	0	2116
srz-94	Q9XV00	327	0	3138
sdz-6	Q9XVB9	152	0	738
CELE_K03A11.5	Q9XVU7	256	0	3409
osm-12	Q9XW70	721	0	11565
oig-2	Q9XWM1	108	0	1551
famh-161	Q9XX47	814	0	4476
CELE_Y51B9A.6	Q9XXC1	516	0	2491
CELE_Y17G7B.12	Q9XXI3	269	0	2052
srz-59	A0A060Q5Z9	295	0	2665
CELE_Y105C5A.15	A0A078BS51	859	0	33352
lim-9	A0A0K3AQM0	793	0	38918
CELE_F56A4.10	A0A0M9JJ71	470	0	3259
CELE_F35C12.3	A0A5K1I864	264	0	1391
CELE_F32H2.12	A7YNZ7	253	0	1558
CELE_K06B4.15	A9QY36	176	0	1411
rfip-2	B2FD95	469	0	8725
glb-18	B3WFV1	242	0	6754
pals-39	B6EU64	413	0	2191
C17B7.14	D1YSH4	43	0	189
kin-24	D6R8W4	516	0	2027
CELE_W04H10.6	F8Y423	61	0	717
str-159	G4SBH9	336	0	1623
ufd-3	G5EES6	860	0	3354
CELE_T01E8.1	G5EF30	516	0	2536
popl-5	G5EF59	158	0	1866
CELE_Y53H1C.3	G5EFP0	739	0	4261
srh-76	H2KYE4	349	0	1352
nhx-6	H2L039	634	0	3572
fbxa-145	O01573	362	0	1439
CELE_K09H11.4	O01586	630	0	3731
CELE_T10E9.5	O01599	240	0	1657
str-32	O01611	336	0	1532
col-45	O01799	327	0	1811
sea-1	O02073	376	0	1685
nhr-62	O02279	515	0	5211
C03H5.4	O16654	160	0	585
flor-1	O18008	466	0	2773
sri-12	O18113	347	0	2009
oac-49	O18139	688	0	4933
nog-1	O44411	681	0	2674
pgph-3	O44538	349	0	1352
fbxb-51	O44864	336	0	1091
C34B2.4	O44949	131	0	1196
srz-100	O45825	327	0	1247
gcsh-1	O62122	148	0	943
psf-2	O62193	180	0	662
Y43F4A.1	O62446	663	0	6393
rol-8	P18831	329	0	1227
mlc-1	P19625	170	0	1568
F54F2.7	P34452	157	0	1115
cyn-7	P52015	171	1	796
gpa-15	P91907	356	0	2843
B0464.6	Q03564	643	0	2987
saeg-2	Q03615	305	0	2151
ZK177.9	Q09375	121	0	586
B0222.1	Q17453	285	0	1167
C11G10.1	Q17903	130	0	1390
C15C8.5	Q18019	340	0	1985
C16E9.1	Q18048	565	0	3505
C28C12.1	Q18283	200	0	1299
C34F11.8	Q18464	223	0	1184
scav-6	Q19140	590	0	2722
rif-1.2	Q19604	909	0	2969
CELE_F38E9.4	Q20174	205	0	617
CELE_F59A6.3	Q21027	786	0	2897
CELE_K01D12.5	Q21095	270	0	938
epi-1	Q21313	3672	0	12468
smf-1	Q21434	562	0	3397
glb-20	Q21618	349	0	3827
CELE_R04F11.2	Q21732	107	1	1855
T07F12.1	Q22323	283	0	2576
idpp-1	Q22537	682	0	2259
CELE_T24C2.3	Q22726	266	0	1165
CELE_T24C2.5	Q22728	177	0	5105
B0507.9	Q22883	254	0	1085
col-74	Q23422	329	0	1648
gst-30	Q23520	213	0	1171
hsp-75	Q2L6Y6	672	0	3474
CELE_F41F3.8	Q4PIT9	118	0	2794
CELE_Y59E9AL.8	Q4W5R6	279	0	1139
CELE_Y73F8A.36	Q56VX6	109	0	578
CELE_F41G3.18	Q58AU9	88	0	513
CELE_F10G8.9	Q6A1T5	403	0	2632
srz-82	Q6A588	312	0	1811
CELE_F53F4.16	Q6BES8	64	0	418
pph-4.2	Q7JK71	169	0	-
srx-13	Q7KPX2	325	0	3969
ppw-1	Q86NJ8	887	0	4782
bckd-1b	Q93619	366	0	1835
nrf-5	Q93796	551	0	2640
CELE_Y37F4.8	Q95X98	120	0	925
epg-2	Q95XR4	690	0	2727
idhg-2	Q95YD8	373	0	2513
CELE_F14H12.8	Q966K2	211	0	1472
CELE_Y71H2B.4	Q9N4F0	90	0	412
CELE_K12H6.8	Q9N5H0	131	0	709
faxc-1	Q9NA74	269	0	1913
ykt-6	Q9TXZ9	201	0	1620
CELE_F54D10.8	Q9TZ82	457	0	2245
CELE_H35N09.2	Q9TZM7	144	0	1679
paqr-3	Q9U1V1	328	0	3730
CELE_Y24F12A.1	Q9U2Q7	437	0	2311
CELE_K05C4.8	Q9XUU6	106	0	738
srlf-10	Q9XVQ5	246	0	828
fbxa-89	Q9XW66	320	0	2773
CELE_Y39A1A.9	Q9XX27	465	0	3431
hgo-1	Q9Y041	437	0	5997
CELE_T09A12.8	U4PAL0	48	0	2154
CELE_M02H5.8	A0A0K3AVS5	90	0	456
CELE_ZK994.6	A0A3B1DQH4	157	0	5028
shw-3	A0A3B1E007	500	0	13900
C18D11.9	A1Z6D5	103	0	443
oac-10	A4V4W2	670	0	3162
CELE_F49D11.10	A7DT40	727	0	6825
CELE_T08G5.15	B1Q276	231	0	1034
CELE_F49C5.12	B9WRT7	133	0	2502
vha-3	C0HLB4	161	0	485
C25G4.7	C6KRL0	46	0	1648
C04F6.7	D7SFL1	447	0	2567
XG314	G5EBU2	511	0	2837
CELE_Y45F3A.1	G5EEK4	329	0	3725
abcf-2	G5EFG4	622	1	4551
C17D12.3	G5EFH6	418	0	3447
klp-6	G5EFQ4	928	0	5654
CELE_K05F6.14	H2L0E7	193	0	706
CELE_E01G4.3	H2L2J4	186	0	8520
CELE_T19C4.24	I2HAL1	33	0	101
CELE_F02E9.7	O01320	419	0	3775
CELE_F56D2.8	O01420	133	0	1284
cpb-3	O01835	745	0	3118
C46G7.1	O02142	93	0	1713
C01A2.4	O02208	207	0	1883
CELE_F41E6.8	O16456	170	0	1080
C17A2.7	O16534	291	0	1491
C31B8.9	O16902	270	0	1919
CELE_E03H4.11	O17750	359	0	1696
strl-1	O17883	259	0	1892
him-8	O18068	361	0	2069
nhr-127	O18087	355	0	3969
nhr-155	O44668	361	0	2025
CELE_F57H12.5	O45095	543	0	2294
blos-9	O45685	151	0	1045
CELE_T06E6.1	O45757	431	0	1853
pqn-48	O76576	319	0	4186
ZK1098.2	P34601	650	0	2732
ZK688.5	P34675	1620	1	-
pgp-3	P34713	1268	0	4938
CELE_F55H12.4	P90889	208	0	826
ate-1	P90914	485	1	3269
tppp-1	P91127	180	0	908
C32E8.9	P91130	268	0	3512
CELE_T01B11.1	P91407	343	0	1970
npr-31	P91439	408	0	2776
npr-18	Q09502	476	0	5978
arc-1	Q09654	539	0	2232
T25D10.1	Q10017	327	0	1639
pigm-1	Q17515	417	0	1612
dis-3	Q17632	961	0	9321
C10A4.6	Q17888	217	0	872
tmem-131	Q18264	1831	0	6722
C33G8.2	Q18401	390	0	2550
C52E4.7	Q18784	284	0	1570
cgp-1	Q18905	613	1	4587
utp-20	Q19545	2637	0	18549
txt-17	Q19616	115	0	483
ima-3	Q19969	514	1	2938
srx-85	Q20152	325	0	1544
mob-1	Q20186	193	0	1943
CELE_F55G7.3	Q20857	232	0	1715
asns-2	Q21463	567	0	2507
bbs-5	Q21626	361	0	2951
arv-1	Q21765	236	0	1013
CELE_R08E3.1	Q21850	1943	0	12238
CELE_T06D8.2	Q22249	689	0	6156
CELE_T25D1.2	Q22778	803	0	3610
aman-2	Q2PJ74	1145	1	5585
CELE_D1086.12	Q5FC37	185	0	1635
CELE_R09H10.6	Q7YTK4	148	0	1277
CELE_F36F2.8	Q7YTN0	101	0	863
srh-288	Q7YTT7	221	0	846
srh-138	Q7YXA2	326	0	1649
CELE_Y40A1A.3	Q86N74	88	0	816
cdt-1	Q86S68	684	0	4944
sacm-1l	Q93641	598	1	4132
nhr-255	Q94411	342	0	1688
CELE_F21C10.11	Q95QK0	80	0	366
CELE_Y54F10BM.12	Q95XK6	273	0	2794
CELE_Y73E7A.8	Q95XL6	680	0	9546
laat-1	Q95XZ6	311	1	4682
nhr-237	Q966B8	345	0	1631
rde-10	Q9N3S2	627	0	4934
CELE_Y50D4B.6	Q9N4T2	421	0	3008
flp-18	Q9N4V0	208	0	6373
CELE_Y23B4A.1	Q9N564	124	0	1374
CELE_H23L24.4	Q9N5L5	356	0	2720
CELE_Y53F4B.17	Q9NAA2	286	0	6310
sta-1	Q9NAD6	706	0	7152
rps-27	Q9TXP0	83	1	683
egas-2	Q9U1T8	919	0	5822
CELE_Y49E10.4	Q9XTU8	436	0	4813
srz-15	Q9XUH1	332	0	1514
CELE_W04E12.2	Q9XUL2	199	0	1578
CELE_F21D9.3	Q9XV72	56	0	170
rnh-1.3	Q9XVE6	139	0	657
C15H11.1	Q9XVS6	122	0	659
spe-46	Q9XW44	290	0	1531
dct-14	Q9XX55	111	0	725
CELE_Y37A1B.7	Q9XXG7	175	0	1185
acl-14	A0A486WXW2	417	0	6490
trk-1	A0A4V0IL59	842	0	9583
lido-17	A0A5S9MRR3	630	0	6286
CELE_F26A1.7	A0A679L8U1	385	0	4123
fbxc-44	A3KFE6	309	0	1247
syg-1	B1Q236	730	0	6011
CELE_Y46E12A.5	C7GIK6	58	0	480
CELE_Y59E9AL.36	D6RYE4	555	0	2372
CELE_Y39B6A.69	E0R7L9	49	0	149
nhr-193	G5EC41	384	0	2093
clh-6	G5EC75	796	0	3134
clec-246	G5EDV2	178	0	1634
otpl-8	G5EDX5	619	0	3988
pud-1.2	G5EET8	151	0	528
rilp-1	G5EFB9	419	0	7535
polh-1	G5EFY1	584	0	5211
CELE_M03B6.3	G5EGM4	642	0	3015
CELE_W02A11.1	G5EGR8	312	0	2696
nhr-109	H2L0L6	367	0	1985
srw-62	H2L274	377	0	1287
noah-1	H8W3Y1	1052	0	4542
mdt-28	H9G301	202	0	1307
eri-7	O01976	625	0	5611
lron-9	O02329	653	0	4337
hpo-18	O16298	54	1	336
C50H11.8	O16468	76	0	1354
msrp-5	O16595	134	0	404
CELE_F18A12.7	O16793	345	0	3392
C02H6.1	O17053	334	0	1481
nhr-180	O17131	399	0	1591
cka-1	O17610	474	0	5884
npr-25	O18014	376	0	3677
srh-61	O18103	335	0	1428
CELE_T26E3.8	O18130	278	0	1684
T07A9.8	O44410	343	0	2550
CELE_F48G7.4	O44584	328	0	2221
CELE_F16B4.7	O44629	85	0	378
CELE_F53H1.4	O45075	1275	0	18077
C17B7.4	O45156	195	0	780
CELE_ZK218.4	O45999	268	0	1551
CELE_F33E11.3	O61853	651	0	4692
srw-141	O61908	361	0	1286
ZK686.1	P34667	44	0	723
C16C8.17	P91058	148	0	757
srd-31	P91211	315	0	1358
uba-5	P91430	419	1	2553
sav-1	P91441	389	0	3194
unc-33	Q01630	854	0	9716
ham-3	Q09646	446	0	2144
CELE_D2096.13	Q0MQ67	150	0	654
B0361.2/B0361.1	Q10946	460	1	14721
C03B1.6	Q11113	222	0	1760
cul-2	Q17390	791	1	5414
B0496.1	Q17523	297	0	1171
C04B4.4	Q17621	489	0	2560
