Genename	UniProtID	Length	Hk	genelength
MISFA	A0A0U1RRN3	59	0	21474
CCDC201	A0A1B0GTI1	187	0	13088
None	A0AAG2TVH3	93	0	-
ANKRD61	A6NGH8	418	0	5176
FAM90A22	A8MWA6	464	0	3011
PDXK	O00764	312	0	43213
BET1	O15155	118	0	41620
MAPK13	O15264	365	0	16715
TIMM44	O43615	452	0	16949
ITM2A	O43736	263	0	7283
LCMT2	O60294	686	0	6933
COX7A2P2	O60397	106	0	-
INMT	O95050	263	0	59617
ETHE1	O95571	254	0	20511
SERPINA1	P01009	418	0	13946
ALDOB	P05062	364	0	29104
INAFM2	P0DMQ5	153	0	3023
CT45A10	P0DMU9	189	0	12381
FAM90A16	P0DV73	464	0	3010
ZNF23	P17027	643	0	15498
BMP7	P18075	431	0	97888
AKAP5	P24588	427	0	9004
RPL13	P26373	211	1	7157
PSMB10	P40306	273	0	2358
OPRD1	P41143	372	0	59097
RPS27	P42677	84	1	1393
ECE1	P42892	770	0	128325
CTSO	P43234	321	0	32332
ACADSB	P45954	432	0	49311
IFNAR2	P48551	515	0	60393
HCFC1	P51610	2035	1	24261
GYS2	P54840	703	0	68740
COPZ1	P61923	177	1	50644
RPL38	P63173	70	1	7073
RPP30	P78346	268	0	36601
MRPS11	P82912	194	0	13323
CDK18	Q07002	474	0	28197
CALCOCO2	Q13137	446	1	37210
PAK2	Q13177	524	0	92790
ZNF211	Q13398	564	0	13646
BIRC2	Q13490	618	0	31459
NEUROD1	Q13562	356	0	12532
GRM2	Q14416	872	0	11545
TTLL4	Q14679	1199	0	44581
RCN1	Q15293	331	1	14648
SURF1	Q15526	300	1	4918
ZFHX3	Q15911	3703	0	1108986
UPP1	Q16831	310	0	20108
WHAMMP3	Q1A5X7	153	0	-
LINC03122	Q2M2E5	130	0	-
FAM229B	Q4G0N7	80	0	15199
GAGE2E	Q4V326	110	0	4730
RILPL1	Q5EBL4	403	0	63665
SLC9A4	Q6AI14	798	0	60746
KDM4D	Q6B0I6	523	0	25810
ZFP1	Q6P2D0	407	0	23742
NXPE4	Q6UWF7	544	0	25195
CD109	Q6YHK3	1445	0	132531
ZNF730	Q6ZMV8	503	0	72011
HDX	Q7Z353	690	0	184605
TMC7	Q7Z402	723	0	80008
PTRH1	Q86Y79	214	0	34525
SFTPA1	Q8IWL2	248	0	4516
CCDC28A	Q8IWP9	274	0	-
NRM	Q8IXM6	262	0	3373
AFAP1L2	Q8N4X5	818	0	109932
SLC5A8	Q8N695	610	0	54745
WDSUB1	Q8N9V3	476	0	50905
MTMR14	Q8NCE2	650	0	52960
GLIS3	Q8NEA6	775	0	524265
OR9G4	Q8NGQ1	327	0	984
OR10T2	Q8NGX3	314	0	944
CPLX3	Q8WVH0	158	0	5175
ALKBH8	Q96BT7	664	0	63015
SLC35G5	Q96KT7	338	0	1348
TOX2	Q96NM4	488	0	154764
PTCHD1	Q96NR3	888	0	69525
DUX3	Q96PT4	197	0	-
PPP1R10	Q96QC0	940	1	18212
AMELX	Q99217	191	0	7348
KIF2C	Q99661	725	0	27949
CYREN	Q9BWK5	157	0	78432
MAF1	Q9H063	256	1	3191
SLC52A3	Q9NQ40	469	0	15935
TMEM74B	Q9NUR3	256	0	4854
GDAP2	Q9NXN4	497	0	66136
COMMD9	Q9P000	198	0	20165
RBM27	Q9P2N5	1060	0	85618
CTNNA3	Q9UI47	895	0	1851180
BAZ2B	Q9UIF8	2168	0	301257
TRPC5	Q9UL62	973	0	314765
C19orf53	Q9UNZ5	99	1	4317
CCL26	Q9Y258	94	0	20363
ATP8A1	Q9Y2Q0	1164	0	248748
ANGPTL3	Q9Y5C1	460	0	8793
PCDHB3	Q9Y5E6	796	0	3354
NR2E3	Q9Y5X4	410	0	25621
ACTL7A	Q9Y615	435	0	1490
USP3	Q9Y6I4	520	0	90129
TRAJ7	A0A075B714	20	0	58
LOC128092249	A0A494C0I6	67	0	203
LOC128092248	A0A669KB60	32	0	98
LOC127903862	A0A804HI29	29	0	89
None	A0A8I5KYS1	205	0	727
None	A0AAG2TWI1	91	0	-
DUXA	A6NLW8	204	0	13464
HEPACAM2	A8MVW5	462	0	37935
KLRF2	D3W0D1	207	0	14344
ARID1A	O14497	2285	1	88868
HSPB6	O14558	160	0	3513
DNALI1	O14645	258	0	9938
RIOK3	O14730	519	0	33316
KIF1C	O43896	1103	0	30451
YPEL1	O60688	119	0	38258
CCDC22	O60826	627	1	15050
CDH16	O75309	829	0	10795
USP12	O75317	370	1	105655
AP2A1	O95782	977	1	40113
IGLV1-51	P01701	117	0	497
COL4A1	P02462	1669	0	158239
REG1A	P05451	166	0	3047
NPIPA6	P0DXC3	369	0	-
MGST1	P10620	155	0	262117
DBT	P11182	482	0	62915
DARS1	P14868	501	1	80219
ACP3	P15309	386	0	50933
COL8A1	P27658	744	0	160751
CEACAM8	P31997	349	0	14812
RPL9	P32969	192	1	6344
GPC1	P35052	558	0	32413
RPA3	P35244	121	0	82089
FBN1	P35555	2871	0	237408
TAGLN2	P37802	199	0	7400
IL6ST	P40189	918	0	59927
MC3R	P41968	323	0	1083
AARS1	P49588	968	1	37724
SEPHS1	P49903	392	1	30870
SLC18A1	P54219	525	0	38351
TMEM50B	P56557	158	0	57083
TAS2R43	P59537	309	0	1026
RPL23A	P62750	156	1	4374
DHODH	Q02127	395	0	19076
MGAT2	Q10469	447	0	2682
SLAMF1	Q13291	335	0	38938
CCIN	Q13939	588	0	1946
KIF22	Q14807	665	0	14658
SGCA	Q16586	387	0	11714
NFIL3	Q16649	462	0	15878
CIMAP1D	Q3SX64	289	0	11637
C8orf34	Q49A92	538	0	488068
DNAL1	Q4LDG9	190	0	58857
SMIM43	Q4W5P6	63	0	6546
WDR81	Q562E7	1941	0	22076
ARL13A	Q5H913	290	0	21123
C3orf38	Q5JPI3	329	0	18770
FFAR4	Q5NUL3	361	0	37815
KPRP	Q5T749	579	0	4031
RASIP1	Q5U651	963	0	20025
ATG16L1	Q676U5	607	0	85623
PDXDC1	Q6P996	788	0	179080
MIDEAS	Q6PJG2	1045	0	75163
WDR88	Q6ZMY6	472	0	43709
RNF19B	Q6ZMZ0	732	0	28364
PNPLA7	Q6ZV29	1317	0	90450
SPATA12	Q7Z6I5	190	0	14768
DNAH10	Q8IVF4	4471	0	173532
CCDC50	Q8IVM0	306	1	69574
PIANP	Q8IYJ0	282	0	7024
COLGALT2	Q8IYK4	626	0	107875
POU5F2	Q8N7G0	328	0	8380
ZSCAN4	Q8NAM6	433	0	10217
ZNF248	Q8NDW4	579	0	81580
OR2T6	Q8NHC8	308	0	16065
BBS10	Q8TAM1	723	0	3941
GPX8	Q8TED1	209	0	7130
PP6455	Q8WZ26	134	0	-
FAM3C	Q92520	227	0	47486
FIG4	Q92562	907	0	187489
DPF2	Q92785	391	0	20419
KAZALD1	Q96I82	304	0	6142
MFSD14A	Q96MC6	490	1	45282
C5orf34	Q96MH7	638	0	28439
OSBPL9	Q96SU4	736	0	221248
SIGMAR1	Q99720	223	0	3122
SYT15	Q9BQS2	421	0	15956
RIOK2	Q9BVS4	552	0	22380
QRSL1	Q9H0R6	528	0	38839
SMPD3	Q9NY59	655	0	90181
CELSR3	Q9NYQ7	3312	0	26423
EGFL7	Q9UHF1	273	0	13822
RALY	Q9UKM9	306	1	114662
BLOC1S6	Q9UL45	172	0	28731
RNF112	Q9ULX5	631	0	6151
TFR2	Q9UP52	801	0	22363
LAMTOR2	Q9Y2Q5	125	1	3724
KLHDC2	Q9Y2U9	406	0	18255
ZNF175	Q9Y473	711	0	21227
NPFFR2	Q9Y5X5	522	0	116403
SLC12A7	Q9Y666	1083	0	61679
TMEM265	A0A087WTH1	108	0	4554
IGLJ7	A0A0A0MT92	15	0	45
LOC128031832	A0AA34QW00	39	0	18447
C1orf226	A1L170	272	0	7971
CCDC66	A2RUB6	948	0	64676
SYNDIG1L	A6NDD5	238	0	20316
C2orf81	A6NN90	582	0	7443
HACD1	B0YJ81	288	0	28342
TMEM150C	B9EJG8	249	0	79187
MLDHR	C0HLV8	31	0	95
NUDT21	O43809	227	1	23066
KIAA0513	O60268	411	0	66448
RBMXL2	O75526	392	0	2150
CLEC3A	O75596	197	0	44246
ADAP1	O75689	374	0	57507
SERF1A	O75920	110	0	17862
RPP14	O95059	124	0	18450
PROC	P04070	461	0	10815
LCAT	P04180	440	0	4381
IFNA6	P05013	189	0	703
SLC25A5	P05141	298	1	2974
P4HB	P07237	508	1	17697
OR4E1	P0C645	315	0	5932
USP17L7	P0C7H9	530	0	1682
UBTFL6	P0CB48	400	0	-
COX6B1	P14854	86	1	10459
AREG	P15514	252	0	9869
YBX3	P16989	372	0	24234
SPRR2E	P22531	72	0	13049
GLRA2	P23416	452	0	202514
CDK2	P24941	298	0	6008
HPD	P32754	393	0	24069
NKX2-1	P43699	371	0	4757
SPINK7	P58062	85	0	3503
UFM1	P61960	85	1	13770
RAB11A	P62491	216	1	165935
C1QBP	Q07021	282	0	16053
PPID	Q08752	370	1	14269
EIF2B1	Q14232	305	1	13360
FGFBP1	Q14512	234	0	3163
ARHGAP19	Q14CB8	494	0	70500
SF3A2	Q15428	464	1	11831
BATF	Q16520	125	0	24538
DUOXA2	Q1HG44	320	0	4095
MPV17L	Q2QL34	196	0	17530
KRTAP13-3	Q3SY46	172	0	546
LINC01559	Q495D7	138	0	-
HSP90AA5P	Q58FG0	334	0	-
NT5DC1	Q5TFE4	455	0	148646
ANKRD26P1	Q6NSI1	321	0	-
GTF2H2C	Q6P1K8	395	0	35030
UNC5A	Q6ZN44	842	0	70379
WDFY4	Q6ZS81	3184	0	298083
OVCH1	Q7RTY7	1134	0	85212
FGD2	Q7Z6J4	655	0	23653
KTN1-AS1	Q86SY8	53	0	-
ZNF429	Q86V71	674	0	59588
PPFIBP1	Q86W92	1011	0	172133
NUDCD3	Q8IVD9	361	0	111539
NPAS3	Q8IXF0	933	0	886467
CFAP206	Q8IYR0	622	0	56493
DNAAF3	Q8N9W5	541	0	8061
OR14C36	Q8NHC7	312	0	938
PSMA8	Q8TAA3	256	0	59503
SPPL2A	Q8TCT8	520	0	63682
EPS8L1	Q8TE68	723	0	15903
STK32A	Q8WU08	396	0	152892
TOMT	Q8WZ04	291	0	30451
ST8SIA4	Q92187	359	0	96349
THRSP	Q92748	146	0	4490
TMEM125	Q96AQ2	219	0	4019
SH3KBP1	Q96B97	665	0	353623
RPUSD4	Q96CM3	377	0	9596
SLC41A3	Q96GZ6	507	1	95204
SNX22	Q96L94	193	0	5766
ZNF75A	Q96N20	296	0	13446
TMEM74	Q96NL1	305	0	180744
CNTNAP3B	Q96NU0	1288	0	239196
NSUN5	Q96P11	429	0	6310
TSPAN18	Q96SJ8	248	0	205958
PPP1R16B	Q96T49	567	0	117327
EIF3C	Q99613	913	0	47169
ATF6B	Q99941	703	1	12989
OCSTAMP	Q9BR26	566	0	9708
HDHD3	Q9BSH5	251	0	3567
ACTRT3	Q9BYD9	372	0	2640
PARD6G	Q9BYG4	376	0	90282
TTYH3	Q9C0H2	523	0	32841
USP29	Q9HBJ7	922	0	12788
DNAJC4	Q9NNZ3	241	1	4008
OBP2B	Q9NPH6	170	0	3973
TIMMDC1	Q9NPL8	285	0	26543
CDC42SE2	Q9NRR3	84	0	152954
SAGE1	Q9NXZ1	904	0	22880
RNF7	Q9UBF6	113	1	9311
MTRF1L	Q9UGC7	380	0	15347
CYB5R1	Q9UHQ9	305	1	5402
CNOT6	Q9ULM6	557	0	83979
PKIG	Q9Y2B9	76	0	92462
STON1	Q9Y6Q2	735	0	69130
TRAV10	A0A0B4J240	114	0	603
TRBV6-2	A0A0J9YXY3	114	0	480
TRBV12-5	A0A1B0GX78	115	0	510
SHANK3	A0AAG2UY11	1806	0	-
FAM170B	A6NMN3	283	0	2867
EVPLL	A8MZ36	301	0	11869
ZNF814	B7Z6K7	855	0	40343
KRTAP4-16	G5E9R7	235	0	707
NVL	O15381	856	0	102855
GTPBP6	O43824	516	0	15452
KALRN	O60229	2986	0	692956
RAMP1	O60894	148	0	53213
UBOX5	O94941	541	0	52623
CD2BP2	O95400	341	1	4535
MAP4K4	O95819	1239	0	197840
AIFM1	O95831	613	0	41213
EML2	O95834	649	0	38608
HSPB1	P04792	205	0	3140
HEXA	P06865	529	0	35496
NBPF7P	P0C2Y1	421	0	-
VPREB1	P12018	145	0	735
COX7A2	P14406	83	0	12648
KCNA2	P16389	499	0	111637
ZKSCAN1	P17029	563	1	26117
CBL	P22681	906	0	107628
LAMA1	P25391	3075	0	176055
PTPN3	P26045	913	0	122847
HOXA11	P31270	313	0	4075
TIMP3	P35625	211	0	61336
SREBF1	P36956	1147	0	26603
GCLC	P48506	637	0	119629
SARS1	P49591	514	1	24264
SMCP	P49901	116	0	6725
EIF3B	P55884	814	1	26659
WNT7B	P56706	349	0	56796
CFAP298	P57076	290	0	20524
CCL7	P80098	99	0	2021
HOXA4	Q00056	320	0	2273
U2AF1	Q01081	240	1	14614
GUCY1A1	Q02108	690	0	70333
FOXO1	Q12778	655	0	110974
ASPH	Q12797	758	0	214084
TFCP2	Q12800	502	0	79479
NR1H3	Q13133	447	0	20733
OLIG2	Q13516	323	0	3261
DPYS	Q14117	519	0	136731
PDE1C	Q14123	709	0	676952
TTLL12	Q14166	644	0	20512
GPR18	Q14330	331	0	7012
ETFDH	Q16134	617	0	38774
RGL3	Q3MIN7	710	0	34987
PAGE2B	Q5JRK9	111	0	3879
LYPLAL1	Q5VWZ2	237	0	38996
FOXB2	Q5VYV0	432	0	1298
FBXW9	Q5XUX1	458	0	8578
KRTAP5-4	Q6L8H1	288	0	1358
ZNF746	Q6NUN9	644	0	25121
POTEE	Q6S8J3	1075	0	55742
PAMR1	Q6UXH9	720	0	98477
LEKR1	Q6ZMV7	132	0	220648
DPP9	Q86TI2	863	0	50332
MARCHF3	Q86UD3	253	0	162844
ZNF598	Q86UK7	904	0	-
VRK3	Q8IV63	474	0	49478
ANKRD29	Q8N6D5	301	0	63985
TOP6BL	Q8N6T0	511	0	99065
RNF148	Q8N7C7	305	0	1254
TMEM229B	Q8NBD8	167	0	86655
OR10A6	Q8NH74	314	0	6676
CLDND2	Q8NHS1	167	0	1905
TTC8	Q8TAM2	541	0	56925
PPP1R35	Q8TAP8	253	0	1215
FAM222B	Q8WU58	562	0	99252
SNAPC3	Q92966	411	0	43219
NAA80	Q93015	286	0	3014
ITFG2	Q969R8	447	0	47169
CPNE4	Q96A23	557	0	751855
MOCOS	Q96EN8	888	0	84660
APOL2	Q9BQE5	337	0	13745
ARHGAP9	Q9BRR9	750	0	16550
INPP5K	Q9BT40	448	1	22165
EMC6	Q9BV81	110	1	856
UPF3B	Q9BZI7	483	0	18976
ILKAP	Q9H0C8	392	1	33306
ARRDC1-AS1	Q9H2J1	176	0	-
LDAH	Q9H6V9	325	0	139116
ZBTB26	Q9HCK0	441	0	15946
ACKR4	Q9NPB9	350	0	21697
AIRIM	Q9NX04	203	0	10679
BPNT2	Q9NX62	359	1	35936
CACNA2D2	Q9NY47	1150	0	141631
TAS2R5	Q9NYW4	299	0	1150
LRP1B	Q9NZR2	4599	0	1899593
CROT	Q9UKG9	612	0	54130
CHIC2	Q9UKJ5	165	0	69802
ZNF236	Q9UL36	1845	0	150344
AKAP8L	Q9ULX6	646	0	39091
CFL2	Q9Y281	166	0	5710
TMX2	Q9Y320	296	1	30407
TRAF6	Q9Y4K3	522	0	26503
IGLV3-22	A0A075B6J6	115	0	557
TRBV11-1	A0A0K0K1C0	115	0	464
None	A0AAG2TTM8	91	0	-
None	A0AAG2TUP4	120	0	-
PTPDC1	A2A3K4	754	0	79062
CASTOR2	A6NHX0	329	0	66823
KRTAP9-1	A8MXZ3	250	0	752
ZNF561-AS1	K7EIQ3	104	0	-
SLC28A1	O00337	649	0	61144
CDIPT	O14735	213	1	5057
MAFG	O15525	162	0	9465
PROM1	O43490	865	0	121302
GNG7	O60262	68	0	191475
TOMM70	O94826	608	1	37658
FAM107A	O95990	144	0	63493
LRG1	P02750	347	0	3634
GNAO1	P09471	354	0	167784
ZNF865	P0CJ78	1059	1	11622
TRAPPC2B	P0DI82	140	0	1854
LIPC	P11150	499	0	159275
COL11A2	P13942	1736	0	29818
SPI1	P17947	270	0	54509
RPL7	P18124	248	1	5547
KCNA5	P22460	613	0	2909
CALML3	P27482	149	0	1810
NMBR	P28336	390	0	88792
CD68	P34810	354	0	2620
ADRA1B	P35368	520	0	107932
CHI3L1	P36222	383	0	7773
NUDT1	P36639	156	0	8920
HSPA2	P54652	639	0	10268
OXCT1	P55809	520	0	140360
SH3BGR	P55822	239	0	69651
IFI35	P80217	286	0	7716
FMO1	Q01740	532	0	37507
CHAF1A	Q13111	956	0	42378
SPEG	Q15772	3267	0	58786
TNXA	Q16473	311	0	-
CARD16	Q5EG05	197	0	62339
SWT1	Q5T5J6	900	0	134701
FAM72A	Q5TYM5	149	0	18235
ANO7	Q6IWH7	933	0	37467
KRTAP5-3	Q6L8H2	238	0	898
RICTOR	Q6R327	1708	0	136482
DNAI7	Q6TDU7	716	0	86873
KLHL24	Q6TFL4	600	0	48909
LYPD4	Q6UWN0	246	0	7623
RSRC2	Q7L4I2	434	1	23546
LPCAT2	Q7L5N7	544	0	77594
ZNF572	Q7Z3I7	529	0	6094
ZFYVE16	Q7Z3T8	1539	0	75366
ANKRD23	Q86SG2	305	0	33408
NRROS	Q86YC3	692	0	22310
FAM90A1	Q86YD7	464	0	6358
DCP2	Q8IU60	420	0	45493
XRN1	Q8IZH2	1706	0	141455
CDK20	Q8IZL9	346	0	8312
KLHL34	Q8N239	644	0	3640
GHDC	Q8N2G8	530	0	5714
ZNF808	Q8N4W9	903	0	36812
LINC00612	Q8N6U2	182	0	-
TNRC6A	Q8NDV7	1962	0	217423
ZNF555	Q8NEP9	628	0	19034
DEFB124	Q8NES8	71	0	11286
TMEM185A	Q8NFB2	350	0	35356
CADM4	Q8NFZ8	388	0	17482
MIPOL1	Q8TD10	442	0	381231
PYROXD1	Q8WU10	500	0	33635
PYDC1	Q8WXC3	89	0	1173
RXFP2	Q8WXD0	754	0	63863
SYTL4	Q96C24	671	0	60340
GNPNAT1	Q96EK6	184	0	16475
SIPA1	Q96FS4	1042	0	12817
OTUB1	Q96FW1	271	1	15958
ZSCAN31	Q96LW9	406	0	31578
ZNF778	Q96MU6	729	0	19438
TRNT1	Q96Q11	434	0	26502
TWNK	Q96RR1	684	0	7036
MGLL	Q99685	303	0	363128
MESP1	Q9BRJ9	268	0	1374
PYM1	Q9BRP8	204	0	31205
SLC2A11	Q9BYW1	496	0	29606
XPO5	Q9HAV4	1204	0	53704
UGT1A8	Q9HAW9	530	0	155667
CD320	Q9NPF0	282	1	6231
SNTG1	Q9NSN8	517	0	886903
TBCCD1	Q9NVR7	557	0	24476
TRNAU1AP	Q9NX07	287	0	25460
PODXL2	Q9NZ53	605	0	43617
MRPL36	Q9P0J6	103	1	2981
CHORDC1	Q9UHD1	332	0	22648
BAZ2A	Q9UIF9	1905	0	41220
BOK	Q9UMX3	212	0	22707
PCDHGC3	Q9UN70	934	0	37030
ATF5	Q9Y2D1	282	0	5233
NTNG1	Q9Y2I2	539	0	344916
SLC45A1	Q9Y2W3	748	0	26053
IFT25	Q9Y547	144	0	29125
PCDHGB5	Q9Y5G0	923	0	115028
STYXL1	Q9Y6J8	313	0	51666
TEX54	A0A1B0GVG6	124	0	520
ETDC	A0A1B0GVM5	59	0	179
CPHXL	A0A1W2PPM1	405	0	12359
OR5B21	A6NL26	309	0	1298
APBB1	O00213	710	0	24289
PHGDH	O43175	533	0	95807
SART1	O43290	800	1	18409
TRAK2	O60296	914	1	74293
GDF9	O60383	454	0	5703
NRP2	O60462	931	0	116143
HPGDS	O60760	199	0	44341
SNCG	O76070	127	0	4659
LRAT	O95237	230	0	126175
IPO7	O95373	1038	1	63475
VNN1	O95497	513	0	33206
NADK	O95544	446	0	29225
CNOT4	O95628	575	0	148350
ADH1C	P00326	375	0	16249
WNT1	P04628	370	0	4298
FABP1	P07148	127	0	5080
FURIN	P09958	794	1	14976
EZR	P15311	586	0	53627
ATF1	P18846	271	0	57452
GRN	P28799	593	1	7860
DDOST	P39656	456	0	9777
PTGDS	P41222	190	0	6650
AVPR1B	P47901	424	0	10763
SLURP1	P55000	103	0	1457
FOXA3	P55318	350	0	9808
WNT3	P56703	355	0	70648
SRPK2	P78362	688	0	288604
GHRHR	Q02643	423	0	54585
RING1	Q06587	406	1	4227
SPEM2	Q0P670	501	0	1952
APOBR	Q0VD83	1097	0	4321
KIF1A	Q12756	1690	0	110532
ACACA	Q13085	2346	0	324986
CRHR2	Q13324	411	0	48187
PRPSAP1	Q14558	356	1	75043
DSC3	Q14574	896	0	53450
CASP8	Q14790	479	0	128393
MFSD13A	Q14CX5	517	0	15650
ZYX	Q15942	572	1	9816
C15orf32	Q32M92	178	0	-
RFTN2	Q52LD8	501	0	107821
IFFO2	Q5TF58	517	0	52396
DCAF12L1	Q5VU92	463	0	3431
TCERG1L	Q5VWI1	586	0	219330
APOBEC3H	Q6NTF7	200	0	6843
OGFOD3	Q6PK18	319	0	29427
DOK6	Q6PKX4	331	0	448199
DHX30	Q7L2E3	1194	1	47286
RD3	Q7Z3Z2	195	0	15640
CDC20B	Q86Y33	519	0	60206
P3H2	Q8IVL5	708	0	165709
DCUN1D3	Q8IWE4	304	0	45433
PARP9	Q8IXQ6	854	0	36653
PYROXD2	Q8N2H3	581	0	31617
FER1L6-AS1	Q8NA97	138	0	-
KBTBD3	Q8NAB2	612	0	26361
FANCB	Q8NB91	859	0	182867
GMCL2	Q8NEA9	526	0	2866
DBF4B	Q8NFT6	615	0	43656
OR11H7	Q8NGC8	314	0	1768
OR52I2	Q8NH67	350	0	-
CA5BP1	Q8WTZ4	195	0	-
CT55	Q8WUE5	264	0	14858
JPH3	Q8WXH2	748	0	96321
RAB40A	Q8WXH6	277	0	20359
SORCS1	Q8WY21	1168	0	591043
NANOS1	Q8WY41	292	0	4016
ST8SIA1	Q92185	356	0	373268
CPT1B	Q92523	772	0	9604
NSMAF	Q92636	917	0	76349
RFK	Q969G6	155	0	8991
PTH2	Q96A98	100	0	1022
ENTR1	Q96C92	435	0	8692
GRAMD1A	Q96CP6	724	0	31687
SLC25A36	Q96CQ1	311	0	39165
DLC1	Q96QB1	1528	0	521249
FUZ	Q9BT04	418	0	10510
BRIP1	Q9BX63	1249	0	184420
RTN4R	Q9BZR6	473	0	41831
IMUP	Q9GZP8	106	0	842
FN3K	Q9H479	309	0	15581
SOX17	Q9H6I2	414	0	2957
CHRAC1	Q9NRG0	131	0	5843
SPANXB1	Q9NS25	103	0	1112
FARSB	Q9NSD9	589	0	89193
TMEM216	Q9P0N5	145	0	6473
OR12D3	Q9UGF7	316	0	76514
HACL1	Q9UJ83	578	0	41153
RIMKLB	Q9ULI2	386	0	101495
SNX7	Q9UNH6	387	0	98799
DHDH	Q9UQ10	334	0	11270
TNN	Q9UQP3	1299	0	80242
EIF3L	Q9Y262	564	0	40539
SLC27A6	Q9Y2P4	619	0	495629
PPP2R3B	Q9Y5P8	575	0	53022
PIAS3	Q9Y6X2	628	0	11314
HNRNPA1L3	A0A2R8Y4L2	320	0	93696
None	A0AAG2TU59	120	0	-
DYTN	A2CJ06	578	0	69949
FRG2C	A6NGY1	282	0	2892
SRRM4	A7MD48	611	0	181510
ZNF878	C9JN71	531	0	9156
ANHX	E9PGG2	379	0	17565
LMO7DN	F2Z398	122	0	-
EBAG9	O00559	213	1	30361
ZSCAN12	O43309	611	0	20926
MTSS1	O43312	755	0	177689
EEF1E1	O43324	174	0	29199
SPRY1	O43609	319	0	6965
SNAP91	O60641	907	0	156811
DTNB	O60941	627	0	296449
RHBDL1	O75783	438	0	2597
NDUFB4	O95168	129	1	6179
TBX18	O95935	607	0	77247
PYGL	P06737	847	0	86592
MMP2	P08253	660	0	116991
UQCRFS1P1	P0C7P4	283	0	-
SAA1	P0DJI8	122	0	3717
HAPLN1	P10915	354	0	83050
EPB42	P16452	691	0	23791
IFNAR1	P17181	557	0	35477
EIF2AK2	P19525	551	0	58312
GART	P22102	1010	0	12935
CAD	P27708	2225	0	26574
HMGCL	P35914	325	0	36735
DCT	P40126	519	0	42871
STK19	P49842	254	0	11730
GZMM	P51124	257	0	5890
CLCN7	P51798	805	0	30143
APOC4	P55056	127	0	3259
RPL41	P62945	25	1	1377
MUC5AC	P98088	5654	0	43185
PSG6	Q00889	435	0	17477
CSTF1	Q05048	431	0	13991
LMAN2	Q12907	356	1	36035
PEX6	Q13608	980	0	15316
ABRAXAS2	Q15018	415	0	34848
TTF1	Q15361	905	0	31303
EFNB3	Q15768	340	0	6170
LRRC36	Q1X8D7	754	0	58406
FHOD3	Q2V2M9	1422	0	482507
MS4A18	Q3C1V0	398	0	20308
BSX	Q3C1V8	233	0	4264
ANXA2R	Q3ZCQ2	193	0	3937
GLYR1	Q49A26	553	0	44085
CERKL	Q49MI3	558	0	145624
MANEA	Q5SRI9	462	0	31985
ARFGEF3	Q5TH69	2177	0	182724
GLT8D1	Q68CQ7	371	0	11546
ABLIM2	Q6H8Q1	611	0	193522
DPY19L2	Q6NUT2	758	0	110026
NEK5	Q6P3R8	708	0	95481
PGBD2	Q6P3X8	592	0	13750
NOTUM	Q6P988	496	0	9333
TUBA3E	Q6PEY2	450	0	6694
CASP12	Q6UXS9	341	0	12952
RAB11FIP1	Q6WKZ4	1283	0	40879
USP50	Q70EL3	339	0	52690
MILR1	Q7Z6M3	343	0	43733
ZNF34	Q8IZ26	560	0	15124
ALDH16A1	Q8IZ83	802	0	17825
CBR4	Q8N4T8	237	1	146505
ZBTB8B	Q8NAP8	495	0	31614
SLC44A5	Q8NCS7	719	0	408985
HMCN2	Q8NDA2	5079	0	168363
OR2T4	Q8NH00	348	0	1046
FAM200A	Q8TCP9	573	0	12236
LRRC15	Q8TF66	581	0	14494
CACTIN	Q8WUQ7	758	1	16170
CAPSL	Q8WWF8	208	0	34491
PMEPA1	Q969W9	287	0	63144
RMI2	Q96E14	147	0	132043
SPACA9	Q96E40	222	0	12174
TSPAN17	Q96FV3	270	0	11667
TRMT61A	Q96FX7	289	0	7877
TMEM41A	Q96HV5	264	1	22561
RCHY1	Q96PM5	261	0	35731
GML	Q99445	158	0	82259
AMN	Q9BXJ7	453	0	10933
TMEM14B	Q9NUH8	114	1	104994
FAM118A	Q9NWS6	357	0	32987
DPP3	Q9NY33	737	0	29644
NKIRAS1	Q9NYS0	192	0	56640
PLK2	Q9NYY3	685	0	6157
SPG21	Q9NZD8	308	0	27288
GNG12	Q9UBI6	72	0	131992
PEMT	Q9UBM1	199	0	86145
CLEC2D	Q9UHP7	191	0	34584
ITGB1BP2	Q9UKP3	347	0	3621
ZDHHC8	Q9ULC8	765	0	18551
KIAA1210	Q9ULL0	1709	0	71944
NISCH	Q9Y2I1	1504	0	37950
SUGT1	Q9Y2Z0	365	1	48200
GOLT1B	Q9Y3E0	138	0	16627
RAD54L2	Q9Y4B4	1467	0	129948
LSM4	Q9Y4Z0	139	1	16876
ZNF475	A0A1B0GTH9	108	0	53036
HSFX4	A0A1B0GTS1	333	0	1714
C11orf97	A0A1B0GVM6	126	0	19662
TRBV5-6	A0A599	114	0	506
TRIM49B	A6NDI0	452	0	10950
TRIM64C	A6NLI5	450	0	5398
TNFRSF10B	O14763	440	0	48898
SPTBN2	O15020	2390	0	62174
PLRG1	O43660	514	0	15395
CAND2	O75155	1236	0	38332
NDUFA10	O95299	355	0	133293
GCNT3	O95395	438	0	45364
HP	P00738	406	0	6550
CYP2E1	P05181	493	0	40814
MYL1	P05976	194	0	25024
BCHE	P06276	602	0	64558
STAG3L3	P0CL85	134	0	-
C8orf88	P0DMB2	117	0	26767
