Genename	UniProtID	Length	Hk	genelength
CG5021	Q8IQC1	223	1	1342
Dmel\CG32212	Q8IQU5	111	0	788
Dmel\CG12010	Q8IRD1	717	0	2367
Nf-YB	Q8ST61	156	1	1044
Spt	Q8SYP8	591	0	2485
NEST:bs34b06	Q8T983	80	0	1026
BG:DS02252.1	Q9V3B1	405	0	1518
pkaap	Q9V3I3	622	1	2905
whd	Q9V3K9	782	1	9094
Prp18	Q9V437	340	1	1303
Nup107	Q9V466	845	1	2778
Taf3	Q9V4D4	1406	0	6941
CG8152	Q9V7A7	336	0	1203
wcd	Q9V7P1	506	0	1662
BomBc1	Q9V8F5	117	0	531
ppk24	Q9V9Y5	595	0	2781
Gycbeta100B	Q9VA09	787	0	43886
dj-1beta	Q9VA37	187	1	861
Tb	Q9VBD0	283	0	1091
rha	Q9VBR7	1332	0	4586
Dmel\CG10514	Q9VBT6	413	0	1419
Dmel\CG4374	Q9VCM2	772	0	63594
orb	Q9VCN7	915	0	20246
Polr2D	Q9VEA5	139	1	2644
Dmel\CG12321	Q9VEC2	247	1	902
BcDNA:GH02603	Q9VFU1	112	0	2168
Droj2	Q9VFV9	403	1	3177
Cfap299	Q9VFY6	233	0	850
DNAlig3	Q9VG84	806	0	2828
KP78b	Q9VGQ0	604	0	6837
Dmel\CG11977	Q9VHJ0	274	0	981
Or85a	Q9VHS4	397	0	1307
Dmel\CG33120	Q9VJ41	689	0	3179
Dmel\CG13244	Q9VJM8	102	0	719
Ttc30	Q9VK41	655	0	2661
CG6712	Q9VKB4	394	0	1335
Porin2	Q9VKP2	293	0	1256
Bcs1	Q9VL22	431	0	1790
Dmel\CG11327	Q9VM98	475	0	1870
Dmel\CG14007	Q9VMN2	305	0	1331
Pi4KIIalpha	Q9VND3	710	0	5989
Dmel\CG13239	Q9VNQ5	152	0	703
PolH	Q9VNX1	885	0	3178
Dmel\CG1722	Q9VRG1	280	0	1172
Dmel\CG13297	Q9VRU8	145	0	785
unc-13-4A	Q9VS41	1371	0	46704
Adck5	Q9VTG5	557	1	2594
SNCF	Q9VU59	146	0	607
Dmel\CG8117	Q9VXS6	162	0	769
Dmel\CG15196	Q9VYZ3	445	0	1720
Dmel\CG11815	Q9W057	283	0	1009
mthl10	Q9W0R5	585	0	10114
emp	Q9W0X0	551	0	9614
egl	Q9W1K4	1004	1	11925
Dmel\CG30195	Q9W226	153	0	629
Oatp58Da	Q9W271	684	0	2449
Nsun2	Q9W4M9	746	1	2578
Akr2E3	Q9Y112	316	1	1457
pre-mod(mdg4)-AE	A0A0B4JDE2	76	0	2670
alpha-Est10	A0A0B4K6L1	581	0	7262
Dmel\CG44040	A0A0B4KH71	60	0	313
Rgk2	A0A0B4LFV4	742	0	9384
Dmel\CG46466	A0A6H2EEL7	272	0	2115
lncRNA:CR43428	A0A6M3Q7S6	268	0	1664
Glo1	A1Z6X6	176	1	2386
Mal-A4	A1Z7E8	579	0	2069
Dmel\CG13223	A1Z8H3	527	0	2260
Dmel\CG13331	A1Z9E8	375	0	1606
Dmel\CG14491	A1ZB13	166	0	500
tou	A8DYA3	3131	0	38560
Dmel\CG15249	A8JUN7	187	0	11613
Dmel\CG43050	C0PDE1	172	0	1473
Mst77Y-7	D0EP92	214	0	723
Dmel\CG42571	E1JI06	292	0	1296
Dmel\CG32457	E2QCY3	163	0	620
CG42325	M9PBA3	79	0	943
M6	M9PGC0	368	0	4897
Dlip1	M9PGR0	176	0	753
CG5741	M9PHU7	1248	1	22037
Dmel\CG43968	M9PIM3	1026	0	3174
ChAT	P07668	721	0	26843
dpp	P07713	588	1	31451
E(spl)m7-HLH	P13097	186	0	981
Glt	P33438	1026	1	4106
RpL18A	P41093	177	1	1056
RpL23	P48159	140	1	1311
Srp19	P49963	160	1	724
beta-Spec	Q00963	2291	1	11999
eya	Q05201	766	0	19529
Hr96	Q24143	723	1	4116
egg	Q32KD2	1262	1	4367
Dmel\CG33679	Q4ABF4	173	0	817
UQCR-11L	Q4QPY6	86	0	442
CG15149	Q4V3Y0	132	0	1027
Kmn2	Q6IKI1	95	0	761
DCTN4-p62	Q7K130	514	1	1781
Dgat2	Q7K1C2	352	0	1604
Jheh3	Q7K1W4	468	0	1703
Pi3K68D	Q7K3H0	1876	0	15363
CT18477	Q7KT58	455	0	48294
CG10551	Q8IMT2	400	0	1514
Cap-H2	Q8INL2	960	0	5446
Cpr31A	Q8IPD5	340	0	1722
Dmel\CG32271	Q8IRE2	248	0	924
EG:22E5.5	Q960D4	593	1	7048
oaf	Q9NLA6	487	1	5891
Gr43a	Q9V4K2	427	0	2292
rod	Q9V9W7	2089	0	7293
Dmel\CG15548	Q9VA23	814	0	2607
ND-20L	Q9VAK5	212	0	810
CG13665	Q9VBT0	420	0	1650
Dmel\CG4770	Q9VDS1	490	0	2077
Gos28	Q9VE50	232	1	1569
anon2A5	Q9VES8	278	1	993
mRpS33	Q9VEV5	113	1	552
anon-WO0140519.42	Q9VFT7	728	0	2919
Hug	Q9VG55	191	0	2888
wa-cup	Q9VIA6	580	0	2292
38D.19	Q9VIL6	233	0	1037
nesd	Q9VIP0	602	0	2281
Dmel\CG13086	Q9VIY0	182	0	1095
EMC5	Q9VJ25	109	1	624
Dmel\CG15258	Q9VJP4	196	0	706
Dmel\CG14933	Q9VKE7	77	0	1184
ppk18	Q9VL88	553	0	5639
mia	Q9VND0	589	0	3053
CK02563	Q9VPF2	251	1	8161
capt	Q9VPX6	783	1	6584
Dmel\CG3528	Q9VQD0	235	0	935
Dmel\CG1486	Q9VRG8	852	1	4104
Uqcc1	Q9VRZ7	259	1	1162
Srp9	Q9VSC1	77	1	885
Cdc6	Q9VSM9	662	0	2560
Ufd1	Q9VTF9	316	1	1250
Dmel\CG5895	Q9VUX4	453	0	1742
NUCB1	Q9VVK7	569	0	4541
Dmel\CG32199	Q9VVQ9	509	0	2104
tey	Q9VW27	717	0	13598
Dmel\CG6933	Q9VW94	363	0	1920
Dmel\CG4768	Q9VXB1	269	1	5623
rngo	Q9VXF9	458	1	3934
MFS10	Q9VYG7	559	1	5821
Dmel\CG15734	Q9VYP9	107	0	556
CT33170	Q9VZ81	1301	0	4499
thoc5	Q9W1F4	616	1	2315
babos	Q9W258	196	1	8183
Dmel\CG15370	Q9W368	370	0	1251
Dmel\CG3032	Q9W3T3	431	0	1642
Spt6	Q9W420	1831	1	7187
Dmel\CG15576	Q9W4M0	123	0	920
DIP-alpha	Q9W4R3	554	0	64404
EG:22E5.7	Q9W531	696	1	2829
Hr4	Q9W539	1518	0	66016
eIF2Bepsilon	Q9W541	669	1	2708
EG:103E12.2	Q9W5B4	319	1	1106
ana2	Q9XZ31	420	0	1482
sotv	Q9Y169	717	0	2815
Dmel\CG45089	X2JCX4	54	0	745
Dmel\CG42649	A0A0B4JD70	72	0	218
pre-mod(mdg4)-T	A0A0B4JDE0	207	0	1955
fd3F	A0A4D6K5G3	764	0	8724
Dmel\CG42390	A0A6H2EFV6	1544	0	13306
rho-7	A1Z8R8	351	1	2274
Vkor	A1ZAJ5	152	0	629
Ir7e	B7Z0X5	608	0	1879
Dmel\CG34423	E1JGT3	85	0	592
Dmel\CG42526	E1JI94	245	0	1713
Dmel\CG13293	M9PER3	599	0	9305
Dmel\CG43679	M9PFN6	63	0	569
EG:152A3.3	O46052	371	0	10085
aub	O76922	866	0	3657
Sumo	O97102	90	1	864
mt:ATPase6	P00850	224	0	674
ninaC	P10676	1501	0	6642
TfIIFbeta	P41900	277	1	1182
grk	P42287	295	1	2512
Pkcdelta	P83099	671	0	21426
Pi3K92E	P91634	1088	1	5760
E(spl)m3-HLH	Q01068	224	0	1304
SP1173	Q0E8H7	741	1	14194
mei-218	Q0KHR4	1186	0	7005
Orc2	Q24168	618	0	2190
Eig71Eb	Q27364	95	0	605
anon-WO0140519.93	Q29R14	619	0	10520
BP1077	Q6IH48	223	0	961
Ric	Q7JMZ0	264	1	2577
Dmel\CG12935	Q7JW07	231	1	1258
HisT	Q7K1D7	482	0	25446
Orc3	Q7K2L1	721	0	3819
Fpps	Q7KN61	419	1	2017
Dmel\CG18477	Q7KT73	464	0	1712
Gr93d	Q8IN22	381	0	1205
Qtzl	Q8IPA0	123	0	983
Mst27D	Q8IPI4	424	0	1637
tbc	Q8IQ30	1155	0	17734
CG1827	Q8MR45	393	0	1393
eap	Q8SXB3	290	0	1056
Dmel\CG3734	Q8SXS7	473	0	2005
Ndf	Q8T079	602	1	5057
mdy	Q960U8	565	1	10304
NP15.6	Q9V3L7	150	1	647
ics	Q9V428	283	1	3155
mthl3	Q9V818	511	0	4065
Dmel\CG15553	Q9VA14	521	0	2301
Dmel\CG11470	Q9VAK2	230	0	769
Sid	Q9VAU2	370	0	1317
MED28	Q9VBQ9	189	1	742
Dmel\CG13856	Q9VD16	189	0	2404
Dmel\CG13857	Q9VD17	342	0	1915
bnl	Q9VDT9	770	0	42744
Dmel\CG14314	Q9VEB7	438	1	1872
Dmel\CG8927	Q9VEY0	371	0	5215
Cyp313a2	Q9VGB4	493	0	1924
CG5135	Q9VGQ5	446	0	2299
Dmel\CG4511	Q9VGV8	216	1	1911
BcDNA:RE74890	Q9VGW5	138	1	739
Dmel\CG12948	Q9VH82	252	1	1577
Dmel\CG16789	Q9VHB4	831	0	2994
Or85b	Q9VHQ7	390	0	1281
Dmel\CG15130	Q9VIM4	117	0	1554
Dmel\CG15170	Q9VJ24	561	0	1965
Dmel\CG18563	Q9VJD6	379	0	1374
cg12288	Q9VJG2	435	0	1683
NimB4	Q9VJU8	448	0	1696
Trm1	Q9VK89	578	1	1993
ZnT33D	Q9VKA3	701	0	2463
CG12375	Q9VLS9	292	1	1222
Vps52	Q9VMQ8	662	1	2617
Dmel\CG31546	Q9VNF4	264	0	998
pzg	Q9VP57	996	1	4211
Dmel\CG11617	Q9VPL4	294	0	2554
Dmel\CG4238	Q9VQ67	977	1	20929
Dmel\CG3165	Q9VQJ7	351	1	1378
Taf12L	Q9VR21	138	0	650
hoe2	Q9VR48	846	0	3403
Dmel\CG9953	Q9VS02	508	0	2008
Dmel\CG7548	Q9VS81	197	0	677
Jon66Ci	Q9VSJ1	260	0	837
DmTOM1	Q9VSZ1	543	1	3921
dpr10	Q9VT83	408	0	38654
GlcAT-P	Q9VTG7	479	1	20582
GluRS-m	Q9VV59	511	0	1885
mus304	Q9VVN4	846	0	3033
bora	Q9VVR2	539	0	2059
MED11	Q9VVS4	176	1	767
CG15027	Q9VXY4	180	1	668
Dmel\CG15742	Q9VYF5	203	0	1103
Gr10b	Q9VYZ2	373	0	1407
IntS1	Q9W1C5	2053	1	6515
eIF3k	Q9W2D9	222	1	918
Dmel\CG10433	Q9W2F6	127	0	2449
Caf1-180	Q9W3D1	1183	0	4167
Dmel\CG15337	Q9W3I7	405	0	1498
rumpel	Q9W3R0	601	0	3548
RpL35	Q9W499	123	1	1146
rg	Q9W4E2	3466	1	169105
Traf4	Q9XYR0	486	0	18791
GstE12	Q9XYZ9	223	1	1454
anon-SAGE:Wang-045	A0A0B4K6K4	69	0	466
Dmel\CG43319	A0A0B4K6K5	57	0	223
antr	A0A0B4K7N3	272	0	1156
Dmel\CG44403	A0A0B4LFR0	147	0	1396
BcDNA:AT11052	A0A0B4LHA8	539	0	1918
Dmel\CG30340	A1Z7X3	396	0	1343
CG17740	A1Z8W6	839	0	3456
Cpr49Ab	A1Z8Y3	259	0	956
Dmel\CG18327	A1Z9L9	304	0	1251
dpr13	A1ZB15	419	0	32780
CheA56a	A1ZBB5	180	0	608
SP82	A1ZBU1	279	0	959
Dmel\CG13185	A8DYB0	5526	0	17709
CG30031	C0HKA4	253	0	809
Dmel\CG43678	M9PCI9	84	0	316
Dmel\CG7906	M9PF81	356	0	1637
Dmel\CG43938	M9PG91	83	0	1762
Yp3	P06607	420	0	2001
if	P12080	1396	0	31245
dec	P18171	1590	0	6061
ap	P29673	469	1	21323
blw	P35381	552	1	3081
Arp2	P45888	399	1	5678
Pp1alpha-96A	P48461	327	1	4061
Gdh	P54385	562	1	7143
Ubx	P83949	389	0	77803
Dmel\CG34132	Q0E8V7	84	1	606
Obp83b	Q23970	141	0	640
Prosalpha4T1	Q24178	249	0	890
Dmel\CG34025	Q2PE06	325	0	1327
Las	Q7JQW6	377	1	1756
rswl	Q7JUX9	446	1	1452
hrm	Q7JWI7	658	1	11900
insb	Q7JZ51	176	0	1058
CtsL2	Q7K0S6	352	0	2944
loopin-1	Q7K2S9	526	0	2143
SkpB	Q7KJ69	161	0	934
Pten	Q7KMQ6	514	0	4730
Dmel\CG6023	Q7KUV8	305	0	7069
Dmel\CG33226	Q7KVM8	292	0	1043
Mst84B	Q86BB0	578	0	2195
SPH208	Q8IP30	910	0	2892
Dmel\CG31730	Q8IP77	162	0	679
CG10022	Q8IQ15	148	0	675
pbl	Q8IQ97	1311	0	15845
Zasp66	Q8IQB4	430	0	14442
Idh3g	Q8MT18	402	0	2935
BcDNA:RE57454	Q8MT42	150	0	1961
swi2	Q8SXT3	499	0	5078
bonsai	Q8WTC1	280	1	1098
Scsalpha1	Q94522	328	1	4172
PGRP-LA	Q95T64	368	0	4004
slpr	Q95UN8	1161	1	6956
milt	Q960V3	1122	1	18187
spir	Q9U1K1	1020	1	37167
ND-B17	Q9V3W2	167	1	1759
PH4alphaEFB	Q9VA69	550	1	19749
BCAS2	Q9VAY6	278	1	1073
Or98a	Q9VAZ3	397	0	1310
Dmel\CG14259	Q9VB79	289	0	1323
Dmel\CG17197	Q9VBM7	290	0	2035
Npl4	Q9VBP9	652	1	13649
Srp72	Q9VDK7	650	1	2329
trus	Q9VG62	485	1	1871
MBD-R2	Q9VGA4	1169	1	4122
mura	Q9VHC2	1173	1	16181
CG17338	Q9VJ21	1323	0	5265
BEST:GH09876	Q9VJ22	425	1	2574
EP2317	Q9VK42	2171	0	38272
Mt2	Q9VKB3	345	0	1162
LD45253	Q9VL29	147	1	1797
Srp54	Q9VL71	513	1	2133
Dmel\CG8353	Q9VLR2	170	0	1194
Dmel\CG9550	Q9VMC4	363	0	1413
Cap-D3	Q9VMQ4	1267	0	10053
Mur82C	Q9VN36	578	0	1859
Dmel\CG14655	Q9VN56	525	0	2805
NKCC	Q9VNC7	1068	0	13197
Dmel\CG5618	Q9VPH6	510	0	3183
MED24	Q9VSF2	993	1	5303
Dmel\CG6983	Q9VSK4	180	1	6335
Dmel\CG10809	Q9VT59	358	1	2506
eIF3l	Q9VTU4	539	1	2651
Vps13D	Q9VU08	3919	0	13556
Dmel\CG13065	Q9VV13	140	0	745
Spn77Bb	Q9VWB4	362	0	1406
Dmel\CG7556	Q9VWL4	522	1	3721
ENGase	Q9VX51	655	0	5144
Nipsnap	Q9VXK0	273	1	3203
Cpr11B	Q9VYM0	197	0	1111
BcDNA:LD12750	Q9VYS6	118	1	834
Dmel\CG3356	Q9W196	1122	1	4363
Dmel\CG13502	Q9W295	410	0	2945
bou	Q9W3T7	149	1	702
Dmel\CG4586	Q9W3U0	677	0	2347
BcDNA:AT30881	Q9W4R4	110	0	1441
Dmel\CG4116	Q9W4U0	264	0	947
Madm	Q9Y0Y6	637	1	4628
dpr6	X2J8X8	396	0	164709
Dmel\CG44428	X2JK14	95	0	593
Dmel\CG11693	A0A0B4K6X8	323	0	1897
CG3419	A0A0B4LGM3	129	0	3425
CG6982	A0A0B4LHK8	273	0	5395
Dmel\CG8245	A1Z6G9	343	0	1603
Dmel\CG14759	A1Z7C7	126	0	642
Dmel\CG13202	A1Z8J9	81	0	486
ZnT49B	A1Z935	660	0	2938
CG4023	A1Z993	193	0	680
Dmel\CG4945	A1ZAH6	577	0	4097
GstE5	A1ZB70	222	0	733
Dmel\CG10474	A1ZBI7	341	0	1335
Obp56c	A1ZBP9	245	0	1129
Dmel\CG13438	A1ZBY2	220	0	910
MTF-1	A8JNP3	1006	0	9178
BcDNA:GH06302	A8WHD3	246	1	5125
Sfp77F	B4ZJA4	82	0	1149
Sfp24Bc	C4NAN9	100	0	450
Dmel\CG30122	E1JGL8	1272	0	6942
jv	M9NE38	1912	0	26282
Dmel\CG11816	M9PH18	362	0	3241
cos	O16844	1201	0	4939
Acp53Ea	O46199	120	0	532
Ccp84Ag	O97064	191	0	1311
Kr	P07247	502	0	4783
Sry-delta	P07664	433	1	1545
Ubi-p63E	P0CG69	763	1	3925
Gpdh1	P13706	363	1	5325
eg	P15370	373	0	8897
TfIIS	P20232	313	1	1838
mts	P23696	309	1	5926
esg	P25932	470	0	2272
fd96Ca	P32028	372	0	2194
Gprk2	P32866	714	1	52628
EcR	P34021	878	0	81214
l(3)mbn	P52302	653	0	4873
Dso1	P82705	42	0	825
cac	P91645	1851	0	53807
kel	Q04652	1477	1	8199
HLH54F	Q0IGU7	242	0	3112
Cyp6a8	Q27593	506	0	1839
Pcmt	Q27869	226	1	1493
jus	Q32KC6	509	0	23803
Octbeta3R	Q4LBB6	1256	0	36659
Nadk1a	Q6IDH2	548	1	10206
Dmel\CG43091	Q6IJE8	135	0	612
Dmel\CG30109	Q6NLJ9	88	1	666
D2hgdh	Q7K511	533	0	3448
wde	Q7KMH9	1420	1	8518
vari	Q7KT16	636	0	8380
DS00941.11	Q7KTA2	244	0	854
Ste:CG33242	Q7KV18	171	0	724
CG42683	Q8IR92	746	0	83404
Nrk	Q9V6K3	724	0	3421
Mecr	Q9V6U9	357	1	1653
Dmel\CG2003	Q9V9S4	492	0	12788
CG12259	Q9VAY7	359	1	1245
Dmel\CG31087	Q9VBS6	417	0	2806
Osbp	Q9VC05	784	1	3353
Dmel\CG5986	Q9VCE2	232	1	1378
Dmel\CG4393	Q9VCM6	1325	0	8849
Srp14	Q9VDL0	109	1	649
Dmel\CG7675	Q9VE80	336	1	3054
Tgs1	Q9VEA4	466	0	2147
sds22	Q9VEK8	326	1	1426
Dmel\CG14739	Q9VGD6	206	0	960
Dmel\CG6689	Q9VGR8	613	1	2166
beag	Q9VHH8	557	1	1946
Pbp95	Q9VHX0	721	0	2819
Rab9	Q9VIW6	256	0	3267
Nak	Q9VJ30	1488	1	11012
Ntf-2r	Q9VJ85	130	0	770
Dmel\CG7110	Q9VJY3	825	0	12056
ACXC	Q9VK53	1130	0	4244
FBgn	Q9VKU3	203	0	951
SP29	Q9VMZ3	392	0	1672
eIF2A	Q9VNX8	638	1	3116
Dmel\CG5104	Q9VPD4	163	1	1425
Dmel\CG17260	Q9VQL2	364	1	1563
OtopLb	Q9VQN3	797	0	4734
Spindly	Q9VQS4	781	0	2930
Dmel\CG32069	Q9VTE1	80	1	483
Eig71Ei	Q9VUT2	102	0	644
CG5584	Q9VVK9	409	0	1449
Sfxn2	Q9VVW3	327	1	2986
S6KL	Q9VWQ2	483	1	17593
Rfc37	Q9VX15	353	0	1361
CPT2	Q9VZW7	667	1	2529
Cpr62Bb	Q9W078	194	0	2528
ETH	Q9W103	203	0	812
Klp59D	Q9W1U1	729	0	2498
DCTN3-p24	Q9W1V8	192	1	1173
Obp58b	Q9W209	203	0	935
Alkbh8	Q9W232	615	0	1923
Dmel\CG11474	Q9W299	436	1	2209
CG4372	Q9W2C3	397	0	1193
Coq7	Q9W3W4	219	0	1814
141233_at	Q9W448	540	1	3849
Dmel\CG2901	Q9W4P9	649	0	3349
Dmel\CG3703	Q9W5C1	711	0	3299
CG42519	R9PY72	190	0	871
BcDNA:RH03863	A0A0B4K769	175	0	20065
Dmel\CG17190	A0A0B4K7I7	257	0	1728
alpha-Catr	A0A0C4DHD7	810	0	3789
eys	A0A1F4	2176	0	47264
Dmel\CG14234	A0A4D6K5P9	393	0	4886
spaw	A1Z7D6	469	0	2690
cg13227	A1Z8G3	120	0	503
nompA	A1Z8J4	1557	0	8341
fsd	A1Z9A5	312	1	1080
Dmel\CG12828	A8DY51	97	0	503
form3	A8JNM1	1717	0	28479
WDY	B4F7L9	1069	0	214355
CG17041	B7YZE5	452	0	6235
clone	B7Z0D3	1346	0	6330
Dmel\CG43294	M9NDP8	143	0	626
Dmel\CG31805	M9NDR0	641	0	2298
CG32543	M9PHI8	1280	0	17109
cry	O77059	542	0	3288
Polr3B	P25167	1137	0	3582
Drs	P41964	70	0	386
Gr22e	P58953	389	0	1224
GluRIIE	Q0KI42	897	0	4562
cliff	Q1LZ24	586	0	2544
glob2	Q4V6L1	222	0	2917
Dmel\CG33510	Q59DY2	426	0	1683
Mtl	Q7JWS8	195	1	3459
bsd	Q7KMI3	1004	1	5033
Aos1	Q7KSM5	337	1	1289
NimB2	Q7KTA1	421	0	2006
Dmel\CG33284	Q7KTX0	115	0	1131
CG32084	Q7KUG4	88	0	489
Ste:CG33237	Q7KV13	172	0	723
CG16828	Q7KVX6	1418	0	39081
lola	Q867Z4	970	0	61397
Rpp21	Q86B65	183	0	2361
Dmel\CG13284	Q8IGQ3	339	0	6416
spdo	Q8IMI5	565	0	2165
Gr97a	Q8IMQ6	423	0	1361
Dmel\CG31287	Q8INB8	222	0	1590
Tsen2	Q8IP11	233	0	1422
Pex19	Q8IP97	292	1	3428
aru	Q8IPW1	805	0	6505
MCU	Q8IQ70	366	1	43202
CG6100	Q8IQG0	491	0	1663
BcDNA:SD21019	Q8MQV5	353	0	2811
ACAT	Q8MYW9	559	0	2330
Lfg	Q8T8W2	244	0	1802
Dmel\CG18542	Q9I7K4	249	0	1381
VepD	Q9N2P6	81	0	817
Tsp66E	Q9V3E5	267	1	19566
Dmel\CG3704	Q9V3R3	382	0	1635
hll	Q9V3U0	681	0	2367
mPges2	Q9V420	417	0	1537
CG15093	Q9V8M5	324	1	1309
Mccc1	Q9V9T5	698	1	3315
betaGlu	Q9V9T9	686	1	2555
anon-WO0140519.106	Q9VA85	180	0	915
prt	Q9VCJ5	602	0	2655
AdipoR	Q9VCY8	444	1	4153
Dmel\CG10877	Q9VDL4	441	0	1581
CG7477	Q9VEG8	250	1	1382
Dmel\CG5399	Q9VF46	218	1	1901
Dmel\CG12594	Q9VGJ0	686	0	10745
BVR	Q9VH72	204	1	1010
Dmel\CG8132	Q9VHE4	283	1	1123
nom	Q9VHM7	370	0	2183
Dmel\CG10435	Q9VHX1	495	1	2294
Dmel\CG2617	Q9VIK5	274	0	1261
Phlpp	Q9VJ07	954	0	4003
Sirt1	Q9VK34	823	1	3987
Mal-B1	Q9VKE6	584	0	1943
Lipt2	Q9VN27	234	1	1107
SLC22A	Q9VNX2	568	1	3932
Dmel\CG15408	Q9VQP2	466	0	1976
drm	Q9VQS6	81	1	9176
Inx6	Q9VR82	481	0	1948
rt	Q9VTK2	886	0	3648
Sec3	Q9VVG4	889	0	3430
Dmel\CG13699	Q9VVP0	1051	0	7625
Fibp	Q9VW45	364	0	1882
SPH211	Q9VWG7	350	0	1631
Rcd5	Q9VZJ3	578	1	2068
pfk	Q9VZU3	518	1	2028
Dmel\CG13917	Q9W0D3	2019	1	24146
cN-IIIB	Q9W197	319	1	1529
Mic10c	Q9W1B2	81	0	499
ItgaPS5	Q9W1M8	1000	0	3591
Dmel\CG12490	Q9W1Z2	479	0	2054
clt	Q9W2F4	562	1	2018
Tango5	Q9W2S1	530	1	4365
Cs1	Q9W401	464	1	10694
CG15774	Q9W490	925	0	9219
Proc-R	Q9W4H3	545	0	21571
Dmel\CG15571	Q9W4M5	152	0	521
CG12206	Q9W4S1	582	0	8787
lky	Q9W5X9	287	0	1128
Dmel\CG7139	Q9XZ11	969	1	4578
MED15	Q9Y149	749	1	3157
Dmel\CG44405	X2JAL0	591	0	1932
Dmel\CG1637	X2JB52	459	0	7299
Dmel\CG43094	A0A0B4K7C7	90	0	374
chr2R_8318110_8318385.0	A0A0B4K7X6	61	0	701
Dmel\CG45218	A0A0B4LHG3	84	0	490
CG14261	A0A0B4LHR8	877	0	9580
Rgp1	A0A0C4DHA5	443	0	1891
Tsp42Ep	A1Z6U7	250	0	3143
CG12822-PA	A1Z759	412	0	1670
Dmel\CG33758	A1Z7U7	178	0	646
BcDNA:AT19876	A1Z9D0	83	0	732
Dmel\CG13339	A1Z9H7	152	0	714
Dmel\CG34290	A8JRA0	282	0	1265
CG4827-RA	C0PDF1	483	0	8655
Kebab	F0JAI6	548	0	2560
CG42806-RB	F3YD72	88	0	802
Dmel\CG42711	M9MRH9	186	0	1040
Dmel\CG43403	M9NCQ5	42	0	595
Dmel\CG43924	M9PD66	134	0	520
Dmel\CG43731	M9PDN5	60	0	865
hwt	M9PEE4	1768	0	51818
Dmel\CG14082	M9PFM8	530	0	33594
Drice	O01382	339	0	1926
PheRS-m	O16129	453	1	1594
kraken	O18391	331	1	1771
lic	O62602	334	1	2841
dco	O76324	440	1	7125
chp	P12024	1315	0	6550
Mst77F	P16909	215	0	1126
Phb1	P24156	276	1	2524
S	P42519	597	1	28141
AhcyL2	P50245	492	0	3719
eas	P54352	518	1	7290
kn	P56721	575	0	34411
Sgs4	Q00725	297	0	951
BcDNA:AT28250	Q0E8W6	110	1	1797
Dmel\CG34115	Q0E906	77	0	1446
btd	Q24266	644	0	3372
Rbf	Q24472	845	1	4389
Nlp	Q27415	152	1	5567
Dmel\CG11406	Q59E63	396	0	6112
armi	Q6J5K9	1188	0	4997
Rs1	Q7JQN4	782	1	4205
CG10953-PA	Q7JQV9	278	0	1559
Dmel\CG10465	Q7JZ62	301	1	1289
Hey	Q7KM13	425	0	2840
Dmel\CG31041	Q8IMK8	198	0	836
Got2	Q8IPY3	431	0	3246
l(2)k01209	Q8MQK4	626	0	5272
CG5839	Q8MRN5	952	0	3384
Dmel\CG2070	Q8MZG9	325	0	1553
Drat	Q961L4	434	0	6863
Drep4	Q9V3H0	450	0	2550
CIAPIN1	Q9V3Y2	248	1	2568
nyo	Q9V9X0	805	0	23133
Dmel\CG15543	Q9VA43	290	0	1594
BcDNA:RE47447	Q9VAK3	211	0	867
Dmel\CG2321	Q9VAL2	643	0	4482
ana1	Q9VC64	1729	0	5819
Dmel\CG13408	Q9VD50	257	0	3091
CG11460	Q9VDR4	1809	0	6671
Dmel\CG17751	Q9VDV8	533	0	2068
Dmel\CG14297	Q9VE30	250	0	1221
CG9645	Q9VFL9	296	0	1024
Dip-C	Q9VG79	491	1	1950
Ugt35B1	Q9VGT0	516	0	1743
Dmel\CG4565	Q9VGW0	269	0	920
Dmel\CG9263	Q9VJX1	201	0	938
Wdr81	Q9VKD0	1953	0	6656
Dmel\CG31705	Q9VKG4	682	1	5184
Dmel\CG17124	Q9VKQ5	124	1	12250
Mulk	Q9VL10	408	1	1414
anon-WO0140519.45	Q9VM05	558	0	2248
Cpr78Cb	Q9VP55	140	0	2206
Dmel\CG9641	Q9VQJ6	535	1	2003
GH25970	Q9VQU7	1159	0	24151
Dmel\CG15456	Q9VRA0	95	1	611
vers	Q9VTT2	391	1	1954
Dmel\CG14120	Q9VU22	1371	0	4205
Dmel\CG3349	Q9VUI7	766	0	2812
Ssu72	Q9VWE4	195	1	2305
mindy3	Q9VWN5	560	1	4347
Dmel\CG4239	Q9VXG9	276	1	3424
dob	Q9VXY8	480	0	2084
Dmel\CG5334	Q9VY21	210	0	991
anon-WO0140519.10	Q9VY39	308	0	1309
Cpr11A	Q9VYM5	270	0	2478
Gpdh2	Q9W1U3	358	0	1585
Dmel\CG13510	Q9W221	129	1	3488
px	Q9W244	1995	0	67768
a	Q9W283	1329	0	35866
Grx1t	Q9W2D1	116	0	568
pirk	Q9W2E6	197	0	2028
CG15662	Q9W2J0	338	0	1537
CBP5	Q9W2L0	186	0	893
Naxe	Q9W2Y3	230	1	1257
mxc	Q9W363	1837	0	6666
Imzf	Q9W3J0	469	0	1585
Btnd	Q9W430	553	0	2059
Dmel\CG45011	X2JA66	67	0	411
Dmel\CG9109	X2JDC2	546	0	8553
Dmel\CG44532	X2JEK5	183	0	1061
ReepA	A0A0B4JCU3	716	0	6937
