Genename	UniProtID	Length	Hk	genelength
RPN11	P43588	306	1	920
ALG2	P43636	503	1	1511
TOS3	P43637	560	0	1682
TY4A-J	P47023	414	0	-
ARH1	P48360	493	1	1481
YPS5	P53057	165	0	497
PNC1	P53184	216	0	650
SLX9	P53251	210	0	632
VPS62	P53285	467	0	1403
TOM7	P53507	60	0	182
IBD2	P53892	351	0	1055
ERG5	P54781	538	0	1616
DNM1	P54861	757	0	2273
TIM44	Q01852	431	1	1295
RSC4	Q02206	625	1	1877
ELP3	Q02908	557	0	1673
OST6	Q03723	332	0	998
MSS11	Q03825	758	1	2276
NNT1	Q05874	261	0	785
BNA5	Q05979	453	0	1361
PDR8	Q06149	701	0	2105
PDP3	Q06188	304	0	914
URN1	Q06525	465	0	1397
STP4	Q07351	490	0	1472
PEX19	Q07418	342	0	1028
BDF2	Q07442	638	0	1916
TMC1	Q08422	150	0	452
SRL1	Q08673	210	0	632
RPN8	Q08723	338	1	1016
MUM3	Q08750	479	0	1439
AMF1	Q08902	515	0	1547
CBC2	Q08920	208	0	626
TYW1	Q08960	810	1	2432
NIP7	Q08962	181	1	545
YOR342C	Q12182	319	0	959
SLP1	Q12232	587	0	1763
YOR214C	Q12282	236	0	710
WHI5	Q12416	295	0	887
TMA17	Q12513	150	0	452
YBR201C-A	Q2V2Q3	67	0	203
COX19	Q3E731	98	0	296
RPS22B	Q3E7Y3	130	0	875
VCX1	Q99385	411	0	1235
AI5_BETA	Q9ZZX0	354	0	1099
MF(ALPHA)1	P01149	165	0	497
SCEI	P03882	235	0	707
RPL9A	P05738	191	0	575
GDH1	P07262	454	0	1364
ARO1	P08566	1588	0	4766
YKL100W-A	P0C5P2	29	0	89
RPL40B	P0CH09	128	0	820
TY1A-MR2	P0CX69	440	0	-
RPL19B	P0CX83	189	0	1075
MRP2	P10663	115	0	347
NHP6A	P11632	93	0	281
RAD9	P14737	1309	0	3929
PHO85	P17157	305	0	1019
YPK2	P18961	677	0	2033
PHO13	P19881	312	0	938
GPI12	P23797	304	1	914
PKC1	P24583	1151	1	3455
CAD1	P24813	409	0	1229
PGS1	P25578	521	1	1565
SPB1	P25582	841	1	2525
CWH43	P25618	953	0	2861
RSC6	P25632	483	1	1451
COQ3	P27680	312	0	938
APE2	P32454	952	0	3241
RPA12	P32529	125	0	377
SIP1	P32578	815	0	2447
FBP26	P32604	452	0	1358
YEL045C	P32616	141	0	425
EMP24	P32803	203	0	611
RGT1	P32862	1170	0	3512
NTF2	P33331	125	1	377
SPO23	P33757	523	0	1571
YBL055C	P34220	418	0	1256
DEF1	P35732	738	0	2216
YKL075C	P36083	450	0	1352
CAF4	P36130	643	0	1931
AKL1	P38080	1108	0	3326
TAT1	P38085	619	0	1859
ISW1	P38144	1129	0	3389
MAL32	P38158	584	0	1754
ECM21	P38167	1117	0	3353
ARC40	P38328	384	1	1154
MIC12	P38341	106	0	320
SDH8	P38345	138	0	416
ORC6	P38826	435	1	1307
WSS1	P38838	269	0	809
CRG1	P38892	291	0	875
PHO90	P39535	881	0	2645
YCK3	P39962	524	0	1574
BUD16	P39988	312	0	938
EAF5	P39995	279	0	839
KRE29	P40026	464	1	1394
ALD5	P40047	520	0	1562
PTP3	P40048	928	0	2786
NUP82	P40368	713	1	2141
SHQ1	P40486	507	1	1523
ERG10	P41338	398	1	1196
UFE1	P41834	346	1	1040
SBE2	P42223	864	0	2594
MRPS18	P42847	217	1	653
YFL066C	P43538	392	0	1178
YFL065C	P43539	102	0	308
LAM5	P43560	674	0	2024
RSF2	P46974	1380	0	4142
SMC3	P47037	1230	1	3692
YJL027C	P47063	138	0	416
MET5	P47169	1442	0	4328
MRK1	P50873	501	0	1797
YGL260W	P53056	76	0	230
LIF1	P53150	421	0	1265
LST7	P53237	242	0	728
YGR079W	P53249	370	0	1112
BSC5	P53755	489	0	1469
YNL035C	P53962	389	0	1169
SED5	Q01590	340	1	1022
INA17	Q02888	182	0	548
DOT1	Q04089	582	0	1748
VPS20	Q04272	221	0	665
SEG1	Q04279	960	0	2882
SPO20	Q04359	397	0	1193
SHH3	Q04487	196	0	590
ERB1	Q04660	807	1	2423
RSA3	Q05942	220	0	662
YLR162W	Q06235	118	0	356
ARO10	Q06408	635	0	1907
CSR1	Q06705	408	0	1226
YDL086W	Q07505	273	0	821
CRD1	Q07560	283	0	851
LOT6	Q07923	191	0	575
YNG1	Q08465	219	0	659
HRK1	Q08732	759	0	2279
SAS10	Q12136	610	1	1832
SSF2	Q12153	453	0	1361
PUS1	Q12211	544	0	1634
HRT3	Q12347	344	1	1034
RTP1	Q12751	981	1	2945
DGR1	Q3E808	48	0	146
YPT6	Q99260	215	0	647
ENV10	Q99382	181	0	545
Q0182	Q9ZZW1	134	0	404
YPR089W	O13585	888	0	2666
TUF1	P02992	437	0	1313
ADE3	P07245	946	0	2840
RIP1	P08067	215	0	647
TY2B-LR1	P0C2J3	1770	0	-
NFT1	P0CE68	1218	0	3656
RPL20B	P0CX24	172	0	-
TIR1	P10863	254	0	764
PEP5	P12868	1029	0	3089
DAT1	P13483	248	0	746
CUP2	P15315	225	1	677
PRI2	P20457	528	1	1586
YSR3	P23501	404	0	1214
MEK1	P24719	497	0	1493
ADY2	P25613	283	0	851
IDH1	P28834	360	0	1082
SUA7	P29055	345	1	1037
FUN30	P31380	1131	0	3395
EFB1	P32471	206	1	986
GCD11	P32481	527	1	1583
SKG6	P32900	734	0	2204
SEC66	P33754	206	0	620
NIC96	P34077	839	1	2519
LTV1	P34078	463	0	1391
URB1	P34241	1764	1	5294
TSA1	P34760	196	0	590
TYS1	P36421	394	1	1184
GRX7	P38068	203	0	611
BAP2	P38084	609	0	1829
PTC4	P38089	393	0	1181
YBR292C	P38357	123	0	371
GIC1	P38785	314	0	944
YHR078W	P38799	552	0	1658
IPI1	P38803	334	1	1004
UTP9	P38882	575	1	1727
RIX1	P38883	763	1	2291
STN1	P38960	494	1	1484
GPB2	P39717	880	0	2642
YND1	P40009	630	1	1892
AIM9	P40053	627	0	1883
GET2	P40056	285	0	857
VRG4	P40107	337	1	1013
ARG2	P40360	574	0	1724
PFK26	P40433	827	0	2483
YIL102C	P40488	101	0	305
YKE4	P40544	346	0	1040
VLD1	P40570	242	0	728
AXL1	P40851	1208	0	3626
STB1	P42845	420	0	1262
COS4	P43542	379	0	1139
YFL015C	P43578	164	0	494
SPO74	P45819	413	0	1241
AIP1	P46680	615	0	1847
PMT4	P46971	762	0	2288
MTC1	P47018	478	1	1436
ILM1	P47155	203	0	611
BAT2	P47176	376	0	1130
RBL2	P48606	106	0	320
COS12	P53053	380	0	1142
BRR6	P53062	197	1	593
SDT1	P53078	280	0	842
YRB30	P53107	440	0	1322
HUL5	P53119	910	0	2732
SNU71	P53207	620	1	1862
THG1	P53215	237	1	713
IMO32	P53219	342	0	1028
RSC1	P53236	928	0	2786
YGR273C	P53329	174	0	524
MSO1	P53604	210	0	632
CSL4	P53859	292	1	878
TIM11	P81449	96	0	290
ATG21	Q02887	496	0	1490
EEB1	Q02891	456	0	1370
ADD37	Q03233	198	0	596
MUS81	Q04149	632	0	1898
SMP3	Q04174	516	1	1550
ASM4	Q05166	528	0	1586
BUR2	Q05949	395	0	1187
COG4	Q06096	861	1	2585
RSC2	Q06488	889	0	2669
GIC2	Q06648	383	0	1151
RIX7	Q07844	837	1	2513
AFB1	Q07988	224	0	674
ATX2	Q12067	313	0	941
PUS9	Q12069	462	0	1388
YVC1	Q12324	675	0	2027
UTP23	Q12339	254	1	764
LPX1	Q12405	387	0	1163
RTN2	Q12443	393	0	1181
MRX4	Q12467	430	0	1292
TY2B-OR2	Q12501	1770	0	-
YPR015C	Q12531	247	0	743
ADF1	Q2V2Q1	113	0	341
YLR363W-A	Q3E747	85	0	257
YBL029C-A	Q3E756	94	0	284
TMA7	Q3E764	64	0	194
YJR151W-A	Q3E775	16	0	50
YLR154C-G	Q3E813	49	0	149
OST5	Q92316	86	0	409
UBA3	Q99344	299	0	899
TRP2	P00899	507	0	1523
AI1	P03875	834	0	2504
OPI3	P05375	206	0	620
CDC36	P06100	191	1	575
SCP160	P06105	1222	0	3668
HIP1	P06775	603	1	1811
SNF1	P06782	633	0	1901
HIS5	P07172	385	0	1157
RPB2	P08518	1224	1	3674
YAR066W	P0CX18	203	0	611
RPL42A	P0CX27	106	1	761
RPS24A	P0CX31	135	0	816
RPL23A	P0CX41	137	0	884
RPL4A	P10664	362	0	1088
FRS2	P15625	503	1	1511
FCY2	P17064	533	0	1601
SEC2	P17065	759	1	2279
SGV1	P23293	657	1	1973
PCL1	P24867	279	0	839
RVS161	P25343	265	0	797
RPS2	P25443	254	1	764
INO2	P26798	304	1	914
PYC2	P32327	1180	0	3542
ERG24	P32462	438	0	1316
CNS1	P33313	385	1	1157
SLC1	P33333	303	0	911
SKN1	P33336	771	0	2315
NPL4	P33755	580	0	1742
SKT5	P34226	696	0	2090
LOT5	P34234	306	0	920
CTF13	P35203	478	1	1436
KES1	P35844	434	0	1304
YOR062C	P36025	268	0	806
EAP1	P36041	632	0	1898
RRP14	P36080	434	1	1304
UTH1	P36135	365	0	1097
LSM2	P38203	95	1	415
BMT2	P38278	337	0	1013
YBR209W	P38311	105	0	317
YBR219C	P38317	127	0	804
BIT2	P38346	545	0	1637
GND1	P38720	489	0	1469
COS8	P38723	381	0	1145
SFB3	P38810	929	1	2789
YHR122W	P38829	231	1	695
YHR140W	P38842	239	0	719
BAT1	P38891	393	0	1181
BDH2	P39713	417	0	1253
AST2	P39945	430	0	1292
UBP9	P39967	754	0	2264
RMD6	P39975	231	0	695
VFA1	P40080	203	0	611
MGS1	P40151	587	0	1763
YNL208W	P40159	199	0	599
CYB5	P40312	120	0	362
JEM1	P40358	645	0	1937
RPC10	P40422	70	1	212
POG1	P40473	351	0	1055
YIL077C	P40508	320	0	962
SNL1	P40548	159	0	479
DJP1	P40564	432	1	1298
BUD8	P41698	603	0	1811
GLC8	P41818	229	0	689
PFS2	P42841	465	1	1397
GCN20	P43535	752	0	2258
AIM23	P47015	356	0	1070
APS3	P47064	194	0	661
YJR015W	P47090	510	0	1532
MTR3	P48240	250	1	752
USE1	P53146	245	1	737
YGL082W	P53155	381	0	1145
MTL1	P53214	551	0	1655
SRT1	Q03175	343	0	1031
URH1	Q04179	340	0	1022
TRM12	Q04235	462	0	1388
VBA1	Q04301	562	0	1688
ICY1	Q04329	127	0	383
RIM9	Q04734	239	0	719
IRC21	Q04772	201	0	605
RTN1	Q04947	295	1	887
INM2	Q05533	292	0	878
FUS2	Q05670	677	0	2033
KAP95	Q06142	861	1	2585
TDA5	Q06417	326	0	1051
ATG33	Q06485	197	0	593
YPR196W	Q06595	470	0	1412
COS7	Q07788	383	0	1151
LCL2	Q08045	131	0	395
HRD1	Q08109	551	0	1655
NOP12	Q08208	459	0	1379
YOL118C	Q08259	102	0	308
FDH1	Q08911	376	0	1130
AFT2	Q08957	416	0	1250
ICL2	Q12031	575	0	1727
EMA19	Q12155	161	0	485
PRS5	Q12265	496	0	1490
YDL199C	Q12407	687	0	2063
YOR161C-C	Q8TGS0	48	0	146
YOL019W-A	Q8TGS2	50	0	152
YGR204C-A	Q8TGT7	37	0	113
YMR008C-A	A0A8D9PCQ4	155	0	-
JIP3	O13555	125	0	377
CPA2	P03965	1118	0	3356
RPL26A	P05743	127	1	830
RPL15A	P05748	204	0	614
TPK1	P06244	397	1	1193
MET3	P08536	511	0	1535
YGL014C-A	P0C5N1	53	0	161
PAU6	P0CE90	120	0	362
YRF1-5	P0CX21	1796	0	5390
TY2A-F	P0CX61	438	0	-
TY1A-LR3	P0CX75	440	0	-
WHI2	P12611	486	0	1460
POX1	P13711	748	0	2246
MTF1	P14908	341	0	1025
DAL5	P15365	543	0	1631
ATE1	P16639	503	0	1511
UGA1	P17649	471	0	1415
OLE1	P21147	510	1	1532
SCO1	P23833	295	0	887
NFS1	P25374	497	1	1493
APL1	P27351	700	0	2102
UBC8	P28263	218	0	779
RAM2	P29703	316	1	950
LYP1	P32487	611	0	1835
PAH1	P32567	862	0	2588
HCS1	P34243	683	0	2051
TOR1	P35169	2470	0	7412
PAM17	P36147	197	0	593
ASC1	P38011	319	0	1232
FIG1	P38224	298	0	896
FMP23	P38231	175	0	527
AIM3	P38266	947	0	2843
TAE1	P38340	232	0	698
YHL005C	P38752	130	0	392
BIG1	P38813	335	1	1094
NVJ1	P38881	321	0	965
CCT2	P39076	527	1	1583
YER187W	P40102	141	0	425
SEC9	P40357	651	1	1955
YIL166C	P40445	542	0	1628
YIL152W	P40455	235	0	707
QDR2	P40474	542	0	1628
YIL012W	P40551	113	0	341
MPH1	P40562	993	0	2981
RPL10	P41805	221	1	665
CCT7	P42943	550	1	1652
FMP32	P43557	207	0	623
HXT10	P43581	546	0	1640
RPL17B	P46990	184	0	871
ALB1	P47019	175	0	527
PRP31	P49704	494	1	1484
SHE4	P51534	789	0	2369
MIG2	P53035	382	0	1148
PCL10	P53124	433	0	1301
GEP7	P53171	287	0	863
UTP8	P53276	713	1	2141
YGR250C	P53316	781	0	2345
SLH1	P53327	1967	0	5903
BIO4	P53630	237	0	713
YNR040W	P53736	256	0	770
ADE16	P54113	591	0	1775
UBX4	P54730	416	0	1250
SNP1	Q00916	300	1	902
ELC1	Q03071	99	0	299
EST3	Q03096	181	0	546
YDR209C	Q03480	137	0	413
CGI121	Q03705	181	0	651
TVP15	Q03860	143	0	431
RUB1	Q03919	77	0	306
SPC19	Q03954	165	1	497
YHM2	Q04013	314	0	944
ATG38	Q05789	226	0	739
CDC123	Q05791	360	1	1082
CNL1	Q06333	122	0	368
LOA1	Q06508	300	0	902
CDA2	Q06703	312	0	938
NVJ2	Q06833	770	0	2312
LUC7	Q07508	261	1	785
SNA4	Q07549	140	0	422
RTT109	Q07794	436	0	1310
FRA1	Q07825	749	0	2249
TRE2	Q08693	809	1	2429
SAM4	Q08985	325	0	977
AEP3	Q12089	606	0	1820
YDL109C	Q12103	647	0	1943
MAM3	Q12296	706	0	2120
TAF3	Q12297	353	1	1061
NSI1	Q12457	570	0	1712
TY1A-NL2	Q12470	440	0	-
PSF1	Q12488	208	1	626
YOL098C	Q12496	1037	0	3113
GLT1	Q12680	2145	0	6437
YDR246W-A	Q3E763	66	0	200
YBL111C	Q3E7Y5	667	0	2102
YLL006W-A	Q3E814	58	0	176
MIC10	Q96VH5	97	0	293
YLR149C	Q99296	730	0	2192
ISN1	Q99312	450	0	1352
TY3B-G	Q99315	1547	0	-
RPP2A	P05319	106	0	320
MET6	P05694	767	0	2303
RPS13	P05756	151	1	994
RAD1	P06777	1100	0	3302
YSF3	P0C074	85	1	379
TY1B-PR2	P0C2J0	1756	0	-
TY1A-JR1	P0CX74	440	0	-
SNF3	P10870	884	0	2654
RPL30	P14120	105	1	547
PHO81	P17442	1178	0	3536
NUP1	P20676	1076	1	3230
BAS1	P22035	811	0	2435
NPP1	P25353	742	0	2228
GFD2	P25370	566	0	1700
KRR1	P25586	316	1	950
GSY2	P27472	705	0	2117
KIP1	P28742	1111	0	3335
SEC65	P29478	273	1	821
AHT1	P29589	182	0	548
PMI40	P29952	429	1	1382
HOM6	P31116	359	0	1079
CYS3	P31373	394	0	1184
FUN26	P31381	517	0	1553
NDI1	P32340	513	0	1541
YBT1	P32386	1661	0	4985
DCG1	P32460	244	0	734
MKK1	P32490	508	0	1526
YME1	P32795	747	0	2243
TIM12	P32830	109	0	329
MNS1	P32906	549	0	1649
SSS1	P35179	80	1	242
YKL063C	P35725	167	0	503
YKR018C	P36114	725	0	2177
SPO14	P36126	1683	0	5051
TRZ1	P36159	838	1	2516
GRS1	P38088	690	1	-
COS111	P38308	924	0	2774
INM1	P38710	295	0	887
YHL041W	P38730	149	0	449
BZZ1	P38822	633	0	1901
ECM14	P38836	430	0	1292
ERP2	P39704	215	0	647
SEC72	P39742	193	0	581
RVS167	P39743	482	0	1448
BEM2	P39960	2167	0	6503
LSM5	P40089	93	1	281
VID27	P40157	782	0	2348
ELO3	P40319	345	0	1037
RIC1	P40395	1056	0	3170
CAF16	P43569	289	0	869
YFR045W	P43617	309	0	1001
ICS3	P47034	131	0	395
UBX6	P47049	396	0	1190
TY1B-JR2	P47100	1755	0	-
HNT2	P49775	206	0	-
UBC11	P52492	156	0	470
SCS3	P53012	380	0	1142
YGL262W	P53054	175	0	527
YGL081W	P53156	320	0	962
YGR127W	P53275	312	0	938
YGR164W	P53291	111	0	335
LSC2	P53312	427	1	1283
HHO1	P53551	258	0	776
FRE4	P53746	719	0	2159
SNO2	P53823	222	0	668
FOL1	P53848	824	1	2474
YNL190W	P53872	204	0	614
YNL033W	P53964	284	0	854
SAM50	P53969	484	1	1454
LSM3	P57743	89	1	269
ACS1	Q01574	713	0	2141
SEN54	Q02825	467	1	1403
SYH1	Q02875	849	0	2549
VPS71	Q03433	280	0	842
SCS7	Q03529	384	0	1154
HAS1	Q03532	505	1	1517
YMD8	Q03697	442	0	1328
HLR1	Q04429	423	0	1271
YML083C	Q04526	418	0	1256
YDR341C	Q05506	607	1	1823
RRP45	Q05636	305	1	917
YLR283W	Q05867	314	0	944
RRP15	Q06511	250	1	752
RAF1	Q06891	181	0	-
PBP4	Q07362	185	0	557
HBT1	Q07653	1046	0	3140
CSI2	Q08054	341	0	1025
SYC1	Q08553	188	0	566
OXR1	Q08952	273	0	821
TGL5	Q12043	749	0	2249
GNT1	Q12096	491	0	1475
RTK1	Q12100	620	0	1862
NMD4	Q12129	218	0	656
NBP2	Q12163	236	0	710
POM33	Q12164	279	0	839
TIR4	Q12218	487	0	1463
RUP1	Q12242	671	0	2015
TRM10	Q12400	293	0	881
LAS17	Q12446	633	1	1901
DDP1	Q99321	188	0	566
CCW14	O13547	238	0	716
COX5B	P00425	151	0	-
PIS1	P06197	220	1	662
PFY1	P07274	126	1	589
YEL076C-A	P0CX16	216	0	929
RPS8A	P0CX39	200	0	602
HSF1	P10961	833	1	2501
REV3	P14284	1504	0	4514
HSC82	P15108	705	0	2117
HCA4	P20448	770	1	2312
ATP15	P21306	62	0	188
KRE5	P22023	1365	1	4097
SCJ1	P25303	377	0	1133
YCR022C	P25620	114	0	344
CSM1	P25651	190	0	572
ADK2	P26364	225	0	677
PHO91	P27514	894	0	2684
YJU2	P28320	278	1	836
CTS1	P29029	562	0	1688
OCH1	P31755	480	0	1442
RME1	P32338	300	0	902
SPC110	P32380	944	1	2834
SNQ2	P32568	1501	0	4505
PEX2	P32800	271	0	815
SUI1	P32911	108	1	326
CLB6	P32943	380	0	1142
KTR2	P33550	425	0	1277
WBP1	P33767	430	1	1292
SCD5	P34758	872	1	2618
PTC1	P35182	281	0	845
MID2	P36027	376	0	1130
MIA40	P36046	403	1	1211
PRY2	P36110	329	0	989
YKR041W	P36134	250	0	752
GLG1	P36143	616	0	1850
YKR070W	P36151	352	0	1058
YKR075C	P36155	307	0	923
BRN1	P38170	754	1	2264
GDT1	P38301	280	0	842
TIF5	P38431	405	1	1217
YHL008C	P38750	627	0	1883
KEL1	P38853	1164	0	3494
PET8	P38921	284	0	854
POM152	P39685	1337	0	4013
SAH1	P39954	449	1	1349
LDO16	P40219	148	0	446
COA1	P40452	197	0	593
YIL055C	P40523	627	0	1883
YIR035C	P40579	254	0	764
HUL4	P40985	892	0	2678
DIM1	P41819	318	1	956
YGR201C	P42936	225	0	677
AGP3	P43548	558	0	1676
ZNF1	P43551	465	0	1397
BUD13	P46947	266	0	800
BIT61	P47041	543	0	1631
RPL4B	P49626	362	0	1088
TOS2	P50078	622	0	1868
SPT20	P50875	604	0	1814
SGF73	P53165	657	0	1973
YGR035C	P53222	116	0	350
YGR053C	P53234	283	0	851
YGR122W	P53272	402	0	1208
FPK1	P53739	893	0	2681
POP3	P53833	195	0	587
CUS1	Q02554	436	1	1310
YPL107W	Q02873	248	0	746
FDC1	Q03034	503	0	1511
YPL039W	Q03080	316	0	950
IZH1	Q03419	316	0	950
TY1B-ML2	Q03434	1755	0	-
HER2	Q03557	464	0	1394
AIM34	Q03673	198	0	596
NSE5	Q03718	556	1	1670
YML018C	Q03730	393	0	1181
BUD22	Q04347	519	0	1559
TY1B-MR2	Q04670	1755	0	-
LIP2	Q06005	328	0	986
CST9	Q06032	482	0	1448
GAS2	Q06135	555	0	1667
NMA1	Q06178	401	0	1205
TOS4	Q06266	489	0	1469
TPO1	Q07824	586	0	1760
THP1	Q08231	455	0	1367
YOL075C	Q08234	1294	0	3884
CSS3	Q08300	171	0	515
VTS1	Q08831	523	0	1571
RIM20	Q12033	661	0	1985
MAK21	Q12176	1025	1	3077
TY1B-OL	Q12273	1755	0	-
RRP42	Q12277	265	1	797
YDR262W	Q12331	272	0	818
NCA2	Q12374	616	0	1850
ORT1	Q12375	292	0	878
APC2	Q12440	853	1	2561
YJL133C-A	Q3E7A3	74	0	224
TY1A-PR3	Q6Q5H1	440	0	-
TY4A-H	Q6Q5P6	413	0	-
YLR365W	Q7LIF2	110	0	332
YGR146C-A	Q8TGT9	53	0	161
RDT1	A0A0B7P221	28	0	86
SAL1	D6W196	494	0	-
ATP6	P00854	259	0	779
TPI1	P00942	248	1	746
HTB2	P02294	131	0	395
PAB1	P04147	577	1	1733
SUP35	P05453	685	1	2057
CDC31	P06704	161	1	485
ARG82	P07250	355	0	1067
RPS11B	P0CX48	156	0	981
RPL35B	P0CX85	120	0	767
AMD1	P15274	810	0	2432
PRP16	P15938	1071	1	3215
RPB3	P16370	318	1	956
MYO2	P19524	1574	1	4724
SSD1	P24276	1250	0	3752
RNA15	P25299	296	1	890
KIN82	P25341	720	0	2162
YCL042W	P25572	119	0	359
PUP2	P32379	260	1	782
GCD7	P32502	381	1	1145
DNF1	P32660	1571	0	4715
TFB1	P32776	642	1	1928
PDC2	P32896	925	1	2777
TIM23	P32897	222	1	668
RPS0A	P32905	252	0	1213
SRB2	P34162	210	0	733
ASK1	P35734	292	1	878
YKL162C	P36052	402	0	1208
TFA1	P36100	482	1	1448
APE3	P37302	537	0	1613
STU1	P38198	1513	1	4541
YBR071W	P38243	211	0	635
IST2	P38250	946	0	2840
HXT5	P38695	592	0	1778
YHR112C	P38716	378	0	1136
TRM5	P38793	499	1	1499
PEX18	P38855	283	0	851
RPN10	P38886	268	0	806
PSD1	P39006	500	0	1502
TOG1	P39961	794	0	2384
YEL023C	P39992	682	0	2048
GLE2	P40066	365	0	1097
RPL13B	P40212	199	0	1001
UBP7	P40453	1071	0	3215
GVP36	P40531	326	0	980
GAT4	P40569	121	0	365
ALA1	P40825	983	1	-
GCD10	P41814	478	1	1436
PAM16	P42949	149	1	449
EPL1	P43572	832	1	2498
SAP155	P43612	1002	0	3008
SUM1	P46676	1062	0	3188
YJL181W	P46987	611	0	1835
DAS1	P47005	663	0	1991
AIM22	P47051	409	0	1229
HLJ1	P48353	224	0	674
BRO1	P48582	844	0	2534
UBC13	P52490	153	0	729
COG1	P53079	417	0	1253
YIP5	P53108	310	0	932
NUT1	P53114	1132	0	3398
YGL118C	P53132	145	0	437
ALG13	P53178	202	1	608
CGR1	P53188	120	0	362
DRN1	P53255	507	0	1523
RET3	P53600	189	1	569
MRPL50	P53724	139	0	419
PGA1	P53896	198	1	596
YNL019C	P53975	284	0	854
ERV25	P54837	211	0	635
CDC55	Q00362	526	0	1580
APS2	Q00381	147	0	443
HAL1	Q01766	294	0	884
MET14	Q02196	202	0	608
GRX5	Q02784	150	0	452
SNZ1	Q03148	297	0	893
RLI1	Q03195	608	1	1826
TY2A-DR2	Q03483	438	0	-
YMR295C	Q03559	197	0	593
ECM16	Q04217	1267	1	3803
HOR7	Q05827	59	0	179
YLR281C	Q05863	155	0	467
ECM30	Q06673	1274	0	3824
TLG2	Q08144	397	0	1193
YOL024W	Q08172	172	0	518
BRX1	Q08235	291	1	875
THI72	Q08579	599	0	1799
ESA1	Q08649	445	1	1337
YOR376W	Q08900	122	0	368
GUP2	Q08929	609	0	1829
TIM22	Q12328	207	1	623
HMS1	Q12398	434	0	1304
SNF8	Q12483	233	0	701
LDB19	Q12502	818	0	2456
HUT1	Q12520	339	0	1019
RRP12	Q12754	1228	1	3686
YCL012C	Q8J0M4	134	0	471
YOR394C-A	Q8TGJ0	55	0	167
YOR338W	Q99326	363	0	1091
TY1B-A	O13527	1196	0	-
CDC28	P00546	298	1	896
BI2	P03873	423	0	2039
MSW1	P04803	379	0	1139
CTT1	P06115	562	0	1688
ADK1	P07170	222	0	668
TUB1	P09733	447	1	1459
HO	P09932	586	0	1760
RAD50	P12753	1312	0	3938
SAM35	P14693	329	1	989
CDC26	P14724	124	0	374
GCN3	P14741	305	0	917
TPM1	P17536	199	0	599
SCL1	P21243	252	1	758
DAL81	P21657	970	0	2912
FPS1	P23900	669	0	2009
DEP1	P31385	405	0	1217
MSS51	P32335	436	0	1310
FLO1	P32768	1537	0	4613
RAD5	P32849	1169	0	3509
SOF1	P33750	489	1	1469
VPS35	P34110	944	0	2834
TIF3	P34167	436	0	1310
CBT1	P36038	271	0	815
ELF1	P36053	145	0	437
YKL133C	P36066	463	0	1391
TVP38	P36164	337	0	1013
MRPL4	P36517	319	0	959
STV1	P37296	890	0	2672
YBR063C	P38083	404	0	1214
RIB5	P38145	238	1	716
RTG3	P38165	486	0	1460
ATG14	P38270	344	0	1034
YSW1	P38280	609	0	1829
YHI9	P38765	294	0	884
PFS1	P38872	237	0	713
LNP1	P38878	278	0	836
CCT4	P39078	528	1	1586
FUN12	P39730	1002	0	3008
YEL068C	P39977	110	0	332
POL5	P39985	1022	1	3068
SPI1	P40092	148	0	446
RSM25	P40496	264	0	794
SDS3	P40505	327	0	983
YAP5	P40574	245	0	737
BUB1	P41695	1021	0	3065
FIG4	P42837	879	0	2639
NSE4	P43124	402	1	1208
PHO86	P46956	311	0	935
YMR1	P47147	688	0	2066
DAN1	P47178	298	0	896
CLA4	P48562	842	0	2528
RFX1	P48743	811	0	2435
NAS6	P50086	228	0	686
YGL088W	P53151	121	0	365
LCL3	P53153	274	0	824
YGR039W	P53225	103	0	311
DIP5	P53388	608	0	1826
CPR6	P53691	371	0	1115
DSL1	P53847	754	1	2264
SQS1	P53866	767	0	2303
CBK1	P53894	756	1	2270
YNL134C	P53912	376	0	1130
YAT1	P80235	687	0	2063
PET191	Q02772	108	0	326
YPL080C	Q02826	108	0	326
HOS3	Q02959	697	0	2093
RRN5	Q02983	363	1	1091
SRL4	Q03085	281	0	845
ATG16	Q03818	150	0	452
KRE28	Q04431	385	0	1157
YML082W	Q04533	649	0	1949
GRX8	Q05926	109	0	329
VIP1	Q06685	1146	0	3440
FMP25	Q08023	583	0	1751
EMC10	Q12025	205	0	617
APL4	Q12028	832	0	2498
NSL1	Q12143	216	1	650
TY3A-G	Q12173	290	0	-
YLL056C	Q12177	298	0	896
NCE102	Q12207	173	0	521
AYT1	Q12226	474	0	1424
LCB4	Q12246	624	0	1874
RPN5	Q12250	445	1	1337
YOR097C	Q12274	175	0	527
MCT1	Q12283	360	0	1082
TY2A-DR1	Q12392	438	0	-
SKM1	Q12469	655	0	1967
SKS1	Q12505	502	0	1508
ENA5	Q12691	1091	0	3275
YPK9	Q12697	1472	0	4418
SEC39	Q12745	709	1	2129
SMC6	Q12749	1114	0	3344
YGL194C-A	Q2V2P6	80	0	242
YOL164W-A	Q3E7A5	60	0	182
YBL113C	Q7M4S9	792	0	2378
YAL067W-A	Q8TGK6	75	0	227
YMR182W-A	Q8TGS7	28	0	86
NHA1	Q99271	985	0	2957
DET1	Q99288	334	0	1004
TY4B-P	A0A0B7P3V8	1104	0	-
YPR010C-A	A5Z2X5	72	0	361
SUC2	P00724	532	0	1598
POR1	P04840	283	0	851
LEU1	P07264	779	0	2339
RPS4A	P0CX35	261	0	1054
SBP1	P10080	294	0	884
ERG11	P10614	530	1	1592
