Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSPPYG00000001086	ENSPPYT00000001302		H2N6J6	117734935	117766683
ENSPPYG00000013372	ENSPPYT00000015555		H2P986	56865904	56910060
ENSPPYG00000000293	ENSPPYT00000000330		H2N3Y8	43458481	43462608
ENSPPYG00000016127	ENSPPYT00000018763		H2PHL7	177357580	177408855
ENSPPYG00000015427	ENSPPYT00000017937		A0A6D2VXX0	41641047	41834505
ENSPPYG00000001086	ENSPPYT00000052278		A0A2J8UMQ1	117734935	117766683
ENSPPYG00000014590	ENSPPYT00000016962		H2PCV4	6693806	6871064
ENSPPYG00000001794	ENSPPYT00000002139		H2N8T3	208747501	208791606
ENSPPYG00000000293	ENSPPYT00000037684		A0A2J8V700	43458481	43462608
ENSPPYG00000014934	ENSPPYT00000017354		H2PDX0	90733500	92259641
ENSPPYG00000000139	ENSPPYT00000053785		A0A8I5YRN1	21191456	21358736
ENSPPYG00000001086	ENSPPYT00000052948		A0A2J8UMQ3	117734935	117766683
ENSPPYG00000000467	ENSPPYT00000058084		A0A2J8UC61	71208984	71346856
ENSPPYG00000013251	ENSPPYT00000015410		H2P8U8	117318990	117352984
ENSPPYG00000014934	ENSPPYT00000034374		A0A8I5TY33	90733500	92259641
ENSPPYG00000014590	ENSPPYT00000040683		A0A8I5USW6	6693806	6871064
ENSPPYG00000014015	ENSPPYT00000016298		A0A2J8WYC7	103925302	103939677
ENSPPYG00000015877	ENSPPYT00000018473		H2PGV2	138376560	138378947
ENSPPYG00000000894	ENSPPYT00000040575		A0A2J8VEQ7	100238630	100242532
ENSPPYG00000014590	ENSPPYT00000016963		H2PCV5	6693806	6871064
ENSPPYG00000014015	ENSPPYT00000054328		A0A2J8WYB4	103925302	103939677
ENSPPYG00000015118	ENSPPYT00000038293		A0A8I5TPJ2	149961606	150171561
ENSPPYG00000001794	ENSPPYT00000044969		A0A2J8T2C0	208747501	208791606
ENSPPYG00000000585	ENSPPYT00000037953		A0A8I5TAE0	88162932	88457592
ENSPPYG00000000894	ENSPPYT00000001080		H2N5Y9	100238630	100242532
ENSPPYG00000015283	ENSPPYT00000017766		H2PF02	92315876	92316940
ENSPPYG00000001794	ENSPPYT00000002140		H2N8T4	208747501	208791606
ENSPPYG00000012412	ENSPPYT00000014412		H2P679	54596542	54696241
ENSPPYG00000000894	ENSPPYT00000038291		A0A2J8VEP2	100238630	100242532
ENSPPYG00000016265	ENSPPYT00000018914		A0A2J8WND0	18141223	18181360
ENSPPYG00000012925	ENSPPYT00000015012		H2P7T0	56978391	57016332
ENSPPYG00000039751	ENSPPYT00000046683		A0A2J8U1T9	21391947	21402271
ENSPPYG00000001087	ENSPPYT00000001303		A0A2J8UMQ5	117768020	117822907
ENSPPYG00000001794	ENSPPYT00000054206		A0A6D2WIR9	208747501	208791606
ENSPPYG00000033454	ENSPPYT00000018476		H2PGV5	138396973	138399039
ENSPPYG00000015118	ENSPPYT00000017576		H2PEH9	149961606	150171561
ENSPPYG00000000468	ENSPPYT00000000560		A0A6D2X927	71258708	71276167
ENSPPYG00000033322	ENSPPYT00000044180		A0A2J8UX26	85248716	85410502
ENSPPYG00000000144	ENSPPYT00000000155		H2N3H1	21408942	21410267
ENSPPYG00000014747	ENSPPYT00000017143		H2PDC3	60761053	60761619
ENSPPYG00000016265	ENSPPYT00000045704		A0A8I5TNQ6	18141223	18181360
ENSPPYG00000012765	ENSPPYT00000014822		A0A2J8VLU7	3582130	3657369
ENSPPYG00000036784	ENSPPYT00000059928		A0A2J8VP68	138413507	138415888
ENSPPYG00000037385	ENSPPYT00000044818		A0A2J8WYB2	103948905	104070779
ENSPPYG00000033322	ENSPPYT00000018172	Q5R444	A0A2J8UX27	85248716	85410502
ENSPPYG00000033322	ENSPPYT00000018172	Q5R444	A0A6D2WN16	85248716	85410502
ENSPPYG00000016265	ENSPPYT00000035124		A0A2J8WNC5	18141223	18181360
ENSPPYG00000000588	ENSPPYT00000000714		H2N4Z5	88503577	88544485
ENSPPYG00000037385	ENSPPYT00000054335		A0A2J8WYF5	103948905	104070779
ENSPPYG00000033322	ENSPPYT00000048677		A0A2J8UX20	85248716	85410502
ENSPPYG00000035141	ENSPPYT00000051218		A0A8I5TK08	6886576	6945281
ENSPPYG00000012419	ENSPPYT00000014421		H2P688	59902290	59965870
ENSPPYG00000033322	ENSPPYT00000049701		A0A2J8UX46	85248716	85410502
ENSPPYG00000015878	ENSPPYT00000018474		H2PGV3	138418706	138421111
ENSPPYG00000001315	ENSPPYT00000038418		A0A2J8V950	172995789	173079897
ENSPPYG00000012419	ENSPPYT00000048279		A0A2J8XD17	59902290	59965870
ENSPPYG00000000294	ENSPPYT00000000331		H2N3Y9	43537402	43551015
ENSPPYG00000000294	ENSPPYT00000035069		A0A2J8V6X9	43537402	43551015
ENSPPYG00000001315	ENSPPYT00000042855		A0A2J8V927	172995789	173079897
ENSPPYG00000012766	ENSPPYT00000014823		H2P7A2	3690601	3736371
ENSPPYG00000015119	ENSPPYT00000017578		H2PEI1	150115835	150137813
ENSPPYG00000000589	ENSPPYT00000000715		H2N4Z6	88567463	88780583
ENSPPYG00000001315	ENSPPYT00000001580		H2N7A6	172995789	173079897
ENSPPYG00000015119	ENSPPYT00000049297		A0A2J8XNL0	150115835	150137813
ENSPPYG00000032781	ENSPPYT00000041543		A0A8I5U9H6	138427949	138430342
ENSPPYG00000014263	ENSPPYT00000044116		A0A2J8WTT7	158613153	158645052
ENSPPYG00000037778	ENSPPYT00000042961		A0A2J8XCV0	54705954	54708067
ENSPPYG00000014935	ENSPPYT00000039456		A0A2J8TQX2	92682803	92766110
ENSPPYG00000014263	ENSPPYT00000016582		A0A6D2Y623	158613153	158645052
ENSPPYG00000000590	ENSPPYT00000000716		H2N4Z7	88789393	88796827
ENSPPYG00000034983	ENSPPYT00000059117		A0A2J8VP58	138433125	138435521
ENSPPYG00000032937	ENSPPYT00000034983		A0A2J8V6W7	43566945	43582073
ENSPPYG00000012994	ENSPPYT00000015105		H2P818	68891159	68973550
ENSPPYG00000032937	ENSPPYT00000055205		A0A2J8V6X5	43566945	43582073
ENSPPYG00000001314	ENSPPYT00000001579		H2N7A5	173007000	173021026
ENSPPYG00000014935	ENSPPYT00000017356		H2PDX2	92682803	92766110
ENSPPYG00000039212	ENSPPYT00000048107		A0A8I5UGM4	60837872	60871502
ENSPPYG00000000472	ENSPPYT00000000565		H2N4K5	71596415	71607100
ENSPPYG00000014263	ENSPPYT00000038957		A0A8I5YP02	158613153	158645052
ENSPPYG00000015622	ENSPPYT00000035551		A0A2J8UX51	86920323	86936049
ENSPPYG00000012994	ENSPPYT00000059195		H2P818	68891159	68973550
ENSPPYG00000037312	ENSPPYT00000051000		A0A2J8VP63	138441394	138442692
ENSPPYG00000039212	ENSPPYT00000053672		A0A2J8S2I1	60837872	60871502
ENSPPYG00000012994	ENSPPYT00000046179		A0A8I5YRP5	68891159	68973550
ENSPPYG00000015622	ENSPPYT00000018174		H2PG25	86920323	86936049
ENSPPYG00000033807	ENSPPYT00000037068		A0A8I5SYU6	59973890	60036566
ENSPPYG00000001089	ENSPPYT00000001305		H2N6J9	117842893	117884157
ENSPPYG00000012926	ENSPPYT00000052327		A0A2J8VQS0	57041173	57213966
ENSPPYG00000039212	ENSPPYT00000017145		H2PDC4	60837872	60871502
ENSPPYG00000000472	ENSPPYT00000043240		A0A6D2XEV2	71596415	71607100
ENSPPYG00000012994	ENSPPYT00000051742		A0A8I5TQ66	68891159	68973550
ENSPPYG00000033807	ENSPPYT00000037396		A0A8I5TYV5	59973890	60036566
ENSPPYG00000012926	ENSPPYT00000015013		H2P7T1	57041173	57213966
ENSPPYG00000000472	ENSPPYT00000039326		A0A8I5U2R0	71596415	71607100
ENSPPYG00000000145	ENSPPYT00000000156		H2N3H2	21419030	21427673
ENSPPYG00000014936	ENSPPYT00000017357		H2PDX3	92768969	92804233
ENSPPYG00000012994	ENSPPYT00000039666		A0A8I5YND7	68891159	68973550
ENSPPYG00000034174	ENSPPYT00000057494		A0A2J8VP55	138449746	138450697
ENSPPYG00000012926	ENSPPYT00000039099		A0A2J8VQS1	57041173	57213966
ENSPPYG00000012767	ENSPPYT00000058041		A0A2J8VLV8	3787201	3796151
ENSPPYG00000015428	ENSPPYT00000017938		Q5R5W4	42057816	42197391
ENSPPYG00000033594	ENSPPYT00000046476		A0A663DHI5	86987165	87008863
ENSPPYG00000012994	ENSPPYT00000057898		A0A8I5T5B5	68891159	68973550
ENSPPYG00000012926	ENSPPYT00000052714		A0A2J8VQS3	57041173	57213966
ENSPPYG00000012767	ENSPPYT00000033766		K7EVC1	3787201	3796151
ENSPPYG00000000145	ENSPPYT00000043811		A0A8I5TW17	21419030	21427673
ENSPPYG00000015428	ENSPPYT00000048486		A0A8I5UJM0	42057816	42197391
ENSPPYG00000001089	ENSPPYT00000038622		A0A8I5YLS6	117842893	117884157
ENSPPYG00000012994	ENSPPYT00000046930		A0A2J8RJW5	68891159	68973550
ENSPPYG00000000472	ENSPPYT00000045201		A0A2J8UC38	71596415	71607100
ENSPPYG00000032832	ENSPPYT00000046576		A0A2J8VP59	138454991	138457336
ENSPPYG00000000754	ENSPPYT00000042545		A0A8I5TZB3	95555500	95559540
ENSPPYG00000000145	ENSPPYT00000058122		A0A8I5TI36	21419030	21427673
ENSPPYG00000013252	ENSPPYT00000015411		H2P8U9	117450348	117502661
ENSPPYG00000015428	ENSPPYT00000037956		A0A8I5UAF7	42057816	42197391
ENSPPYG00000014017	ENSPPYT00000016300		H2PB64	104114101	104496716
ENSPPYG00000032046	ENSPPYT00000055494		A0A8I5YJD0	60915579	60995370
ENSPPYG00000012420	ENSPPYT00000014426		H2P693	60054086	60119130
ENSPPYG00000013252	ENSPPYT00000058532		A0A2J8SHP0	117450348	117502661
ENSPPYG00000015428	ENSPPYT00000037786		A0A8I5TDN6	42057816	42197391
ENSPPYG00000015624	ENSPPYT00000061109		A0A2J8UX63	87008661	87049885
ENSPPYG00000015881	ENSPPYT00000018477		H2PGV6	138464338	138466734
ENSPPYG00000014266	ENSPPYT00000016585		H2PBX1	158894482	158901601
ENSPPYG00000012995	ENSPPYT00000015107	Q5RF67	A0A2J8RZ32	69030914	69064253
ENSPPYG00000000145	ENSPPYT00000056941		A0A8I5U0R7	21419030	21427673
ENSPPYG00000015624	ENSPPYT00000018176		A0A6D2XPF3	87008661	87049885
ENSPPYG00000001089	ENSPPYT00000043850		A0A2J8UMR0	117842893	117884157
ENSPPYG00000013252	ENSPPYT00000038913		A0A2J8SHN4	117450348	117502661
ENSPPYG00000033647	ENSPPYT00000046707	Q5R8S4	A0A2J8XD92	54741845	54773393
ENSPPYG00000015882	ENSPPYT00000018478		A0A8I5U3Y7	138474478	138480762
ENSPPYG00000000754	ENSPPYT00000058785		A0A8I5TEQ4	95555500	95559540
ENSPPYG00000013252	ENSPPYT00000061620		A0A2J8SHN5	117450348	117502661
ENSPPYG00000000295	ENSPPYT00000000332		A0A2J8V711	43624877	43645810
ENSPPYG00000012768	ENSPPYT00000014825		A0A2J8VLY3	3873370	3908978
ENSPPYG00000012927	ENSPPYT00000015015		A0A6D2W5F7	57376753	57487653
ENSPPYG00000030534	ENSPPYT00000039182		A0A6D2W9X3	42230913	42248159
ENSPPYG00000014750	ENSPPYT00000017146		A0A8I5U800	60923389	60924926
ENSPPYG00000000591	ENSPPYT00000000717		H2N4Z8	88818482	88823821
ENSPPYG00000034235	ENSPPYT00000056986		A0A2J8UC25	71622492	71640040
ENSPPYG00000033647	ENSPPYT00000053383		A0A2J8XCW0	54741845	54773393
ENSPPYG00000029716	ENSPPYT00000042872		A0A8I5TBE9	7011392	7086736
ENSPPYG00000031868	ENSPPYT00000062174		A0A8I5TBL4	87046613	87064950
ENSPPYG00000000754	ENSPPYT00000048578		A0A2J8VG97	95555500	95559540
ENSPPYG00000034235	ENSPPYT00000038563		A0A8I5YTJ9	71622492	71640040
ENSPPYG00000014999	ENSPPYT00000017432		H2PE43	108726735	108825074
ENSPPYG00000029716	ENSPPYT00000032879		K7ESU3	7011392	7086736
ENSPPYG00000000591	ENSPPYT00000037151		A0A2J8SLC9	88818482	88823821
ENSPPYG00000033647	ENSPPYT00000046200		A0A2J8XD16	54741845	54773393
ENSPPYG00000014999	ENSPPYT00000047944		A0A2J8XQG8	108726735	108825074
ENSPPYG00000029716	ENSPPYT00000045693		A0A2J8RXG4	7011392	7086736
ENSPPYG00000000146	ENSPPYT00000057204		A0A6D2VV45	21464224	21466832
ENSPPYG00000014999	ENSPPYT00000034397		A0A2J8XQ63	108726735	108825074
ENSPPYG00000000146	ENSPPYT00000000157		A0A2J8U1V9	21464224	21466832
ENSPPYG00000000296	ENSPPYT00000000333		H2N3Z1	43718998	43740905
ENSPPYG00000014999	ENSPPYT00000053224		A0A8I5T966	108726735	108825074
ENSPPYG00000000754	ENSPPYT00000036408		A0A2J8VGB8	95555500	95559540
ENSPPYG00000014751	ENSPPYT00000017147		H2PDC5	61001210	61020418
ENSPPYG00000012769	ENSPPYT00000014826		H2P7A5	3921478	3959996
ENSPPYG00000001008	ENSPPYT00000001215		H2N6B5	112839328	112895569
ENSPPYG00000015430	ENSPPYT00000017940		H2PFG2	42251848	42268164
ENSPPYG00000015430	ENSPPYT00000055881		A0A2J8WBM2	42251848	42268164
ENSPPYG00000001008	ENSPPYT00000034636		A0A2J8ULY4	112839328	112895569
ENSPPYG00000012422	ENSPPYT00000014429		H2P696	60133828	60207637
ENSPPYG00000000147	ENSPPYT00000000158		H2N3H4	21470303	21472814
ENSPPYG00000001008	ENSPPYT00000053121		A0A2J8ULX6	112839328	112895569
ENSPPYG00000037332	ENSPPYT00000046775		A0A6D2VUV5	108862221	109011655
ENSPPYG00000000754	ENSPPYT00000059801		A0A2J8VG96	95555500	95559540
ENSPPYG00000012422	ENSPPYT00000054150		A0A2J8XDD8	60133828	60207637
ENSPPYG00000001008	ENSPPYT00000035799		A0A2J8ULY8	112839328	112895569
ENSPPYG00000012422	ENSPPYT00000041472		A0A2J8XD09	60133828	60207637
ENSPPYG00000001008	ENSPPYT00000046053		A0A2J8ULZ0	112839328	112895569
ENSPPYG00000000148	ENSPPYT00000000159		A0A6D2XZ48	21474335	21490716
ENSPPYG00000012770	ENSPPYT00000014828		H2P7A7	3997891	4030811
ENSPPYG00000015001	ENSPPYT00000017434		H2PE45	109064603	109064854
ENSPPYG00000012415	ENSPPYT00000014415		H2P682	54773428	54894883
ENSPPYG00000000754	ENSPPYT00000046864		A0A2J8VGB3	95555500	95559540
ENSPPYG00000000754	ENSPPYT00000051848		A0A2J8VGF9	95555500	95559540
ENSPPYG00000012415	ENSPPYT00000054602		A0A8I5TBR0	54773428	54894883
ENSPPYG00000000896	ENSPPYT00000058222		A0A2J8VEN2	100258070	100267050
ENSPPYG00000033317	ENSPPYT00000045634		A0A8I5TEH2	57487802	57539733
ENSPPYG00000000754	ENSPPYT00000000906		H2N5H8	95555500	95559540
ENSPPYG00000000149	ENSPPYT00000000160		H2N3H6	21497116	21497739
ENSPPYG00000001090	ENSPPYT00000058271		A0A8I5TGK7	117890571	118012928
ENSPPYG00000014752	ENSPPYT00000017148		H2PDC6	61024306	61059516
ENSPPYG00000036202	ENSPPYT00000037235		A0A8I5TR44	109075029	109076112
ENSPPYG00000000896	ENSPPYT00000001082		A0A2J8VEQ3	100258070	100267050
ENSPPYG00000033317	ENSPPYT00000053343		A0A2J8VQS4	57487802	57539733
ENSPPYG00000014937	ENSPPYT00000061398		A0A2J8TQW1	92937391	93150786
ENSPPYG00000000754	ENSPPYT00000057672		A0A2J8VGA3	95555500	95559540
ENSPPYG00000014752	ENSPPYT00000055345		A0A2J8S2I5	61024306	61059516
ENSPPYG00000033317	ENSPPYT00000037337		A0A2J8VQT1	57487802	57539733
ENSPPYG00000001009	ENSPPYT00000001216		A0A6D2WE59	112898070	112945492
ENSPPYG00000015626	ENSPPYT00000018178		H2PG29	87094207	87674245
ENSPPYG00000012996	ENSPPYT00000046052		A0A2J8RZ36	69121484	69234482
ENSPPYG00000032110	ENSPPYT00000047378		A0A2J8XD26	60274857	60304258
ENSPPYG00000000150	ENSPPYT00000000161		H2N3H7	21514597	21568097
ENSPPYG00000014937	ENSPPYT00000055361		A0A2J8TQV0	92937391	93150786
ENSPPYG00000001090	ENSPPYT00000001306		H2N6K0	117890571	118012928
ENSPPYG00000012996	ENSPPYT00000015108		H2P820	69121484	69234482
ENSPPYG00000014019	ENSPPYT00000046833		A0A8I5YQ86	104582383	104704788
ENSPPYG00000014592	ENSPPYT00000016964		H2PCV6	7096303	7189851
ENSPPYG00000014937	ENSPPYT00000042894		A0A8I5TV14	92937391	93150786
ENSPPYG00000012416	ENSPPYT00000014417		H2P684	54787473	54794763
ENSPPYG00000000473	ENSPPYT00000000567		H2N4K7	71646346	72023145
ENSPPYG00000012416	ENSPPYT00000046487		A0A8I5T6C6	54787473	54794763
ENSPPYG00000015626	ENSPPYT00000040957		A0A2J8UX89	87094207	87674245
ENSPPYG00000001090	ENSPPYT00000060069		A0A663D783	117890571	118012928
ENSPPYG00000014592	ENSPPYT00000043451		A0A2J8RXF2	7096303	7189851
ENSPPYG00000015431	ENSPPYT00000062003		A0A6D2YB15	42907269	43054439
ENSPPYG00000001090	ENSPPYT00000036643		A0A2J8UMP7	117890571	118012928
ENSPPYG00000015431	ENSPPYT00000017941		A0A2J8WBN0	42907269	43054439
ENSPPYG00000014937	ENSPPYT00000017358		H2PDX4	92937391	93150786
ENSPPYG00000000151	ENSPPYT00000000162		H2N3H8	21604176	21631260
ENSPPYG00000001090	ENSPPYT00000053491		A0A8I5UBR5	117890571	118012928
ENSPPYG00000015431	ENSPPYT00000035107		A0A2J8WBI5	42907269	43054439
ENSPPYG00000000473	ENSPPYT00000042648		A0A2J8UC51	71646346	72023145
ENSPPYG00000012929	ENSPPYT00000015017		H2P7T5	57576698	57612782
ENSPPYG00000012929	ENSPPYT00000054897		A0A663D9N4	57576698	57612782
ENSPPYG00000014753	ENSPPYT00000017149		A0A2J8S2E0	61065806	61095777
ENSPPYG00000014019	ENSPPYT00000034494		A0A8I5YL92	104582383	104704788
ENSPPYG00000015740	ENSPPYT00000018311		A0A2J8XDZ0	125431893	125707798
ENSPPYG00000032241	ENSPPYT00000015109		H2P821	69279092	69301541
ENSPPYG00000012929	ENSPPYT00000053732		A0A2J8VQW1	57576698	57612782
ENSPPYG00000000152	ENSPPYT00000000163		H2N3H9	21706850	21736864
ENSPPYG00000014753	ENSPPYT00000017150		H2PDC8	61065806	61095777
ENSPPYG00000014937	ENSPPYT00000053070		A0A2J8TQU9	92937391	93150786
ENSPPYG00000015002	ENSPPYT00000038152		A0A8I5UVG1	109295132	109382087
ENSPPYG00000014268	ENSPPYT00000016587		H2PBX2	162439705	162534581
ENSPPYG00000032241	ENSPPYT00000039693		A0A2J8RZ29	69279092	69301541
ENSPPYG00000015740	ENSPPYT00000058360		A0A2J8XDY3	125431893	125707798
ENSPPYG00000014937	ENSPPYT00000042068		A0A2J8TQW2	92937391	93150786
ENSPPYG00000015002	ENSPPYT00000017435		H2PE46	109295132	109382087
ENSPPYG00000015740	ENSPPYT00000042196		A0A2J8XDZ1	125431893	125707798
ENSPPYG00000014937	ENSPPYT00000046524		A0A2J8TQV2	92937391	93150786
ENSPPYG00000014019	ENSPPYT00000016302		H2PB66	104582383	104704788
ENSPPYG00000029568	ENSPPYT00000033188		K7ETQ1	61091523	61133733
ENSPPYG00000014019	ENSPPYT00000060577		A0A2J8WYH2	104582383	104704788
ENSPPYG00000012998	ENSPPYT00000015111		H2P823	69325981	69367568
ENSPPYG00000000897	ENSPPYT00000001083		H2N5Z2	100304697	100310379
ENSPPYG00000001091	ENSPPYT00000001307		H2N6K1	117961054	117992170
ENSPPYG00000001123	ENSPPYT00000001345		H2N6N6	127009242	127065455
ENSPPYG00000012424	ENSPPYT00000014431		H2P698	60765525	60883622
ENSPPYG00000000897	ENSPPYT00000035630		A0A2J8VEP4	100304697	100310379
ENSPPYG00000001010	ENSPPYT00000001217		A0A6D2X779	112951334	113012502
ENSPPYG00000000755	ENSPPYT00000037155		A0A6D2WJG3	95561485	95571991
ENSPPYG00000000897	ENSPPYT00000051533		A0A8I5YJN5	100304697	100310379
ENSPPYG00000001123	ENSPPYT00000045261		A0A8I5UND9	127009242	127065455
ENSPPYG00000000755	ENSPPYT00000000907		H2N5H9	95561485	95571991
ENSPPYG00000037472	ENSPPYT00000049384		A0A8I5U6V6	69805869	69806552
ENSPPYG00000036324	ENSPPYT00000057301		A0A8I5TQU4	61107018	61110789
ENSPPYG00000000755	ENSPPYT00000046845		A0A2J8VG89	95561485	95571991
ENSPPYG00000001123	ENSPPYT00000038606		A0A8I5TPQ5	127009242	127065455
ENSPPYG00000014269	ENSPPYT00000016588		A0A6D2VTG0	162648861	162651794
ENSPPYG00000000755	ENSPPYT00000036704		A0A2J8VG83	95561485	95571991
ENSPPYG00000015432	ENSPPYT00000017944		H2PFG6	43092061	43135386
ENSPPYG00000000476	ENSPPYT00000000571		H2N4L1	72155119	72199506
ENSPPYG00000012424	ENSPPYT00000042286		A0A8I5U9W7	60765525	60883622
ENSPPYG00000015432	ENSPPYT00000038832		A0A2J8WBI8	43092061	43135386
ENSPPYG00000001123	ENSPPYT00000035460		A0A8I5TU36	127009242	127065455
ENSPPYG00000000153	ENSPPYT00000000164		A0A2J8U1Y5	21773857	21826153
ENSPPYG00000001010	ENSPPYT00000044496		A0A2J8ULY0	112951334	113012502
ENSPPYG00000014019	ENSPPYT00000043964		A0A2J8WYC3	104582383	104704788
ENSPPYG00000000153	ENSPPYT00000044586		A0A8I5YK89	21773857	21826153
ENSPPYG00000001010	ENSPPYT00000035261		A0A2J8ULZ7	112951334	113012502
ENSPPYG00000039098	ENSPPYT00000039448		A0A6D2X8B0	109445560	109460477
ENSPPYG00000001123	ENSPPYT00000034972		A0A8I5T1N6	127009242	127065455
ENSPPYG00000001316	ENSPPYT00000001581		H2N7A7	173217832	173393620
ENSPPYG00000039098	ENSPPYT00000054520		A0A2J8XQ65	109445560	109460477
ENSPPYG00000015432	ENSPPYT00000035447		A0A2J8WBM0	43092061	43135386
ENSPPYG00000014019	ENSPPYT00000044221		A0A2J8WYF6	104582383	104704788
ENSPPYG00000013000	ENSPPYT00000015113		H2P825	70825508	71187679
ENSPPYG00000039098	ENSPPYT00000049372		A0A2J8XQG2	109445560	109460477
ENSPPYG00000000153	ENSPPYT00000043113		A0A2J8U1Y2	21773857	21826153
ENSPPYG00000001316	ENSPPYT00000036501		A0A2J8V924	173217832	173393620
ENSPPYG00000001123	ENSPPYT00000055374		A0A8I5TI74	127009242	127065455
ENSPPYG00000001093	ENSPPYT00000001309		A0A6D2VX04	118043010	118059385
ENSPPYG00000012930	ENSPPYT00000015018	Q5NVM2	A0A2J8VQW7	57754445	57815328
ENSPPYG00000014593	ENSPPYT00000039819		A0A2J8RXC6	7192205	7347488
ENSPPYG00000001316	ENSPPYT00000035381		A0A2J8V932	173217832	173393620
ENSPPYG00000001123	ENSPPYT00000036558		A0A8I5U9R2	127009242	127065455
ENSPPYG00000012999	ENSPPYT00000015112		H2P824	70831272	70831433
ENSPPYG00000000756	ENSPPYT00000000908		H2N5I0	95572397	95576343
ENSPPYG00000000477	ENSPPYT00000000572		H2N4L2	72846890	72958512
ENSPPYG00000001010	ENSPPYT00000046812		A0A8I5T6B2	112951334	113012502
ENSPPYG00000014593	ENSPPYT00000016965		H2PCV7	7192205	7347488
ENSPPYG00000000756	ENSPPYT00000044499		A0A8I5UC44	95572397	95576343
ENSPPYG00000001093	ENSPPYT00000035006		A0A2J8UMS6	118043010	118059385
ENSPPYG00000025924	ENSPPYT00000029403		H2PXQ5	43134820	43147365
ENSPPYG00000014938	ENSPPYT00000017359		H2PDX5	93534779	93632246
ENSPPYG00000012930	ENSPPYT00000054253		A0A8I5T2R7	57754445	57815328
ENSPPYG00000012424	ENSPPYT00000060171		A0A2J8XD22	60765525	60883622
ENSPPYG00000000592	ENSPPYT00000047733		A0A2J8SLF1	88833133	88839269
ENSPPYG00000014755	ENSPPYT00000017152		H2PDD0	61139628	61188378
ENSPPYG00000039774	ENSPPYT00000035626		A0A8I5TK07	71304759	71403278
ENSPPYG00000033722	ENSPPYT00000036238		A0A2J8XQF3	110972341	111012550
ENSPPYG00000015741	ENSPPYT00000018312		A0A2J8XE13	126140623	126207820
ENSPPYG00000039774	ENSPPYT00000059664		A0A8I5U7F6	71304759	71403278
ENSPPYG00000000592	ENSPPYT00000000718		H2N4Z9	88833133	88839269
ENSPPYG00000014755	ENSPPYT00000057965		A0A2J8S2D1	61139628	61188378
ENSPPYG00000014401	ENSPPYT00000054927		A0A663DG87	187310970	187573437
ENSPPYG00000000592	ENSPPYT00000041731		A0A2J8SLC3	88833133	88839269
ENSPPYG00000012930	ENSPPYT00000035165	Q5NVM2	A0A2J8VQV7	57754445	57815328
ENSPPYG00000014270	ENSPPYT00000016589		H2PBX4	163257219	163329242
ENSPPYG00000000592	ENSPPYT00000051658		A0A2J8SLB1	88833133	88839269
ENSPPYG00000015434	ENSPPYT00000017946		H2PFG8	43380946	43381527
ENSPPYG00000000592	ENSPPYT00000045749		A0A2J8SLB9	88833133	88839269
ENSPPYG00000014401	ENSPPYT00000037191		A0A2J8WHZ4	187310970	187573437
ENSPPYG00000012930	ENSPPYT00000039704		A0A2J8VQU7	57754445	57815328
ENSPPYG00000000592	ENSPPYT00000061447		A0A2J8SLD1	88833133	88839269
ENSPPYG00000000592	ENSPPYT00000059905		A0A2J8SLB5	88833133	88839269
ENSPPYG00000000154	ENSPPYT00000000165		A0A2J8U1Z8	21819158	21823436
ENSPPYG00000000757	ENSPPYT00000000909	Q5R8B1	A0A2J8VG77	95605230	95605848
ENSPPYG00000014270	ENSPPYT00000059641		A0A8I5YUN3	163257219	163329242
ENSPPYG00000014401	ENSPPYT00000016751		H2PCB7	187310970	187573437
ENSPPYG00000015742	ENSPPYT00000018313		H2PGF6	126269521	126288841
ENSPPYG00000000592	ENSPPYT00000037838		A0A2J8SLB8	88833133	88839269
ENSPPYG00000014270	ENSPPYT00000051216		A0A8I5TML8	163257219	163329242
ENSPPYG00000014401	ENSPPYT00000035695		A0A2J8WHZ2	187310970	187573437
ENSPPYG00000014595	ENSPPYT00000047288		A0A2J8TCG7	7492759	7942045
ENSPPYG00000001318	ENSPPYT00000052657		A0A2J8V916	173395270	173420553
ENSPPYG00000012771	ENSPPYT00000038616		A0A2J8VLX2	4108360	4168487
ENSPPYG00000000155	ENSPPYT00000000166		H2N3I2	21867259	21992006
ENSPPYG00000014401	ENSPPYT00000035428		A0A2J8WI20	187310970	187573437
ENSPPYG00000012771	ENSPPYT00000059270		A0A2J8VLZ3	4108360	4168487
ENSPPYG00000000898	ENSPPYT00000001085		H2N5Z4	100310991	100331135
ENSPPYG00000039832	ENSPPYT00000040057		A0A8I5UQI0	72139386	72228557
ENSPPYG00000014595	ENSPPYT00000016967		H2PCV9	7492759	7942045
ENSPPYG00000014401	ENSPPYT00000048415		A0A2J8WI16	187310970	187573437
ENSPPYG00000015005	ENSPPYT00000043961		A0A8I5T592	111055782	111092666
ENSPPYG00000012771	ENSPPYT00000014829		H2P7A8	4108360	4168487
ENSPPYG00000035167	ENSPPYT00000060257		A0A8I5UW34	88860197	88860562
ENSPPYG00000001318	ENSPPYT00000001583		H2N7A8	173395270	173420553
ENSPPYG00000000898	ENSPPYT00000044858		A0A2J8VEN3	100310991	100331135
ENSPPYG00000012771	ENSPPYT00000046815		A0A2J8VLX5	4108360	4168487
